Player,Tm,ins_20_att,ins_20_yds,ins_20_tds,ins_20_%rush,ins_10_att,ins_10_yds,ins_10_tds,ins_10_%rush,ins_5_att,ins_5_yds,ins_5_tds,ins_5_%rush,link,-9999
Donte Moncrief,NWE,1,4,0,1.0%,0,0,0,.0%,0,0,0,.0%,All Donte Moncrief red zone rushing plays,MoncDo00
Darnell Mooney,CHI,1,5,0,1.5%,0,0,0,.0%,0,0,0,.0%,All Darnell Mooney red zone rushing plays,MoonDa00
Nick Mullens,SFO,1,0,0,1.4%,1,0,0,2.5%,0,0,0,.0%,All Nick Mullens red zone rushing plays,MullNi00
Gunner Olszewski,NWE,1,1,0,1.0%,1,1,0,1.7%,0,0,0,.0%,All Gunner Olszewski red zone rushing plays,OlszGu00
Elijhaa Penny,NYG,1,0,0,2.0%,1,0,0,4.2%,1,0,0,5.6%,All Elijhaa Penny red zone rushing plays,PennEl00
Malcolm Perry,MIA,1,6,0,1.0%,0,0,0,.0%,0,0,0,.0%,All Malcolm Perry red zone rushing plays,PerrMa00
Artavis Pierce,CHI,1,3,1,1.5%,1,3,1,2.8%,1,3,1,6.3%,All Artavis Pierce red zone rushing plays,PierAr00
Michael Pittman,IND,1,2,0,1.1%,0,0,0,.0%,0,0,0,.0%,All Michael Pittman red zone rushing plays,PittMi01
Kalif Raymond,TEN,1,-3,0,1.1%,0,0,0,.0%,0,0,0,.0%,All Kalif Raymond red zone rushing plays,RaymKa00
Joe Reed,LAC,1,7,1,1.2%,1,7,1,2.0%,0,0,0,.0%,All Joe Reed red zone rushing plays,ReedJo03
Josh Reynolds,LAR,1,5,0,1.1%,0,0,0,.0%,0,0,0,.0%,All Josh Reynolds red zone rushing plays,ReynJo00
Patrick Ricard,BAL,1,-1,0,1.1%,1,-1,0,1.9%,0,0,0,.0%,All Patrick Ricard red zone rushing plays,RicaPa00
Theo Riddick,LVR,1,2,0,1.0%,0,0,0,.0%,0,0,0,.0%,All Theo Riddick red zone rushing plays,RiddTh00
Brett Rypien,DEN,1,-1,0,2.1%,0,0,0,.0%,0,0,0,.0%,All Brett Rypien red zone rushing plays,RypiBr00
Darius Slayton,NYG,1,-3,0,2.0%,0,0,0,.0%,0,0,0,.0%,All Darius Slayton red zone rushing plays,SlayDa01
Geno Smith,SEA,1,-2,0,1.6%,1,-2,0,2.9%,0,0,0,.0%,All Geno Smith red zone rushing plays,SmitGe00
Jonnu Smith,TEN,1,1,1,1.1%,1,1,1,1.9%,1,1,1,4.2%,All Jonnu Smith red zone rushing plays,SmitJo01
Keith Smith,ATL,1,3,0,1.3%,0,0,0,.0%,0,0,0,.0%,All Keith Smith red zone rushing plays,SmitKe03
Adam Thielen,MIN,1,3,0,1.0%,1,3,0,1.5%,0,0,0,.0%,All Adam Thielen red zone rushing plays,ThieAd00
Chris Thompson,JAX,1,3,0,2.6%,1,3,0,6.3%,0,0,0,.0%,All Chris Thompson red zone rushing plays,ThomCh03
Logan Thomas,WAS,1,2,0,1.4%,0,0,0,.0%,0,0,0,.0%,All Logan Thomas red zone rushing plays,ThomLo00
Marquez Valdes-Scantling,GNB,1,4,0,1.3%,0,0,0,.0%,0,0,0,.0%,All Marquez Valdes-Scantling red zone rushing plays,ValdMa00
P.J. Walker,CAR,1,2,0,1.1%,1,2,0,2.1%,1,2,0,5.0%,All P.J. Walker red zone rushing plays,WalkPh00
Trevon Wesco,NYJ,1,0,0,2.1%,0,0,0,.0%,0,0,0,.0%,All Trevon Wesco red zone rushing plays,WescTr00
Jameis Winston,NOR,1,3,0,1.0%,1,3,0,1.6%,1,3,0,3.7%,All Jameis Winston red zone rushing plays,WinsJa00
John Wolford,LAR,1,0,0,1.1%,1,0,0,1.5%,1,0,0,3.1%,All John Wolford red zone rushing plays,WolfJo00
T.J. Yeldon,BUF,1,1,0,1.3%,1,1,0,2.4%,1,1,0,4.2%,All T.J. Yeldon red zone rushing plays,YeldT.00
Brandon Zylstra,CAR,1,1,0,1.1%,0,0,0,.0%,0,0,0,.0%,All Brandon Zylstra red zone rushing plays,ZylsBr00
