Player,Tm,ins_20_att,ins_20_yds,ins_20_tds,ins_20_%rush,ins_10_att,ins_10_yds,ins_10_tds,ins_10_%rush,ins_5_att,ins_5_yds,ins_5_tds,ins_5_%rush,link,-9999
Jordan Mims,NOR,1,3,0,1.6%,0,0,0,.0%,0,0,0,.0%,All Jordan Mims red zone rushing plays,MimsJo00
David Moore,CAR,1,0,0,1.5%,1,0,0,2.4%,0,0,0,.0%,All David Moore red zone rushing plays,MoorDa03
Malik Nabers,NYG,1,-2,0,1.8%,1,-2,0,3.0%,0,0,0,.0%,All Malik Nabers red zone rushing plays,NabeMa00
Cordarrelle Patterson,PIT,1,-2,0,1.1%,1,-2,0,1.9%,0,0,0,.0%,All Cordarrelle Patterson red zone rushing plays,PattCo00
Ricky Pearsall,SFO,1,4,0,1.0%,0,0,0,.0%,0,0,0,.0%,All Ricky Pearsall red zone rushing plays,PearRi00
Ja'Lynn Polk,NWE,1,0,0,1.5%,0,0,0,.0%,0,0,0,.0%,All Ja'Lynn Polk red zone rushing plays,PolkJa00
Jalen Reagor,LAC,1,1,0,1.4%,0,0,0,.0%,0,0,0,.0%,All Jalen Reagor red zone rushing plays,ReagJa00
Desmond Ridder,LVR,1,3,0,1.7%,1,3,0,2.9%,0,0,0,.0%,All Desmond Ridder red zone rushing plays,RiddDe00
Calvin Ridley,TEN,1,10,1,1.7%,1,10,1,4.0%,0,0,0,.0%,All Calvin Ridley red zone rushing plays,RidlCa00
Drew Sample,CIN,1,-4,0,1.4%,1,-4,0,2.3%,0,0,0,.0%,All Drew Sample red zone rushing plays,SampDr00
Curtis Samuel,BUF,1,0,0,.9%,1,0,0,1.7%,0,0,0,.0%,All Curtis Samuel red zone rushing plays,SamuCu00
Aaron Shampklin,PIT,1,-2,0,1.1%,1,-2,0,1.9%,1,-2,0,5.9%,All Aaron Shampklin red zone rushing plays,ShamAa00
DeVonta Smith,PHI,1,1,0,.8%,0,0,0,.0%,0,0,0,.0%,All DeVonta Smith red zone rushing plays,SmitDe07
Jonnu Smith,MIA,1,0,0,1.4%,1,0,0,2.6%,0,0,0,.0%,All Jonnu Smith red zone rushing plays,SmitJo01
Amon-Ra St. Brown,DET,1,10,0,.9%,0,0,0,.0%,0,0,0,.0%,All Amon-Ra St. Brown red zone rushing plays,StxxAm00
Tyrod Taylor,NYJ,1,7,0,2.8%,1,7,0,6.3%,0,0,0,.0%,All Tyrod Taylor red zone rushing plays,TaylTy00
Deven Thompkins,CAR,1,9,0,1.5%,0,0,0,.0%,0,0,0,.0%,All Deven Thompkins red zone rushing plays,ThomDe07
Clayton Tune,ARI,1,-6,0,1.4%,0,0,0,.0%,0,0,0,.0%,All Clayton Tune red zone rushing plays,TuneCl00
KaVontae Turpin,DAL,1,0,0,1.9%,0,0,0,.0%,0,0,0,.0%,All KaVontae Turpin red zone rushing plays,TurpKa00
Jaylen Waddle,MIA,1,3,0,1.4%,1,3,0,2.6%,0,0,0,.0%,All Jaylen Waddle red zone rushing plays,WaddJa00
Malik Washington,MIA,1,18,1,1.4%,0,0,0,.0%,0,0,0,.0%,All Malik Washington red zone rushing plays,WashMa00
Jameson Williams,DET,1,3,1,.9%,1,3,1,1.5%,1,3,1,2.9%,All Jameson Williams red zone rushing plays,WillJa11
