player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
DeAngelo Irvin Jr.,174074,WR,UNLV,12,7,1,1,44.7,17,0,38,2,1,1,18,39.6,1,1,325,0,4,77.2,53.3,80.2,58,,51.6,61.4,57.4,17,0,41,6,61,61,0,0,13,13,0,38,18,2.57,5.4,0.67,3
Ju'Juan Johnson,184458,HB,LSU,7,7,1,0,0,0,0,14,1,4,1,16,95.2,0,0,211,0,2,72.4,64.7,73.6,,,58.7,66.8,,5,0,22,5,12,8,0,0,6,12,0,14,16,2.29,2,1.83,4
Mikey Matthews,174168,WR,CAL,13,7,2,0,0,0,0,29,2,2,2,15,22,0,1,130,0,5,84.7,64.3,53.6,50.1,,65.1,58.9,62.4,9,3,272,32,255,130,0,0,53,39,0,29,15,2.14,4.1,1.07,1
Dante Moore,173983,QB,OREGON,5,7,0,0,0,0,0,-10,0,0,0,0,0,0,0,264,0,0,70.5,58.4,74,57.7,,,59.3,60.1,6,0,0,0,0,18,6,1,0,6,0,-4,0,0,-0.6,,0
Michael Mathison,100275,WR,W KENTUCKY,13,7,0,0,0,0,0,34,3,2,0,13,18.6,2,3,346,0,2,72.8,53.4,0,,62.1,54,67,50.2,12,4,143,13,176,118,0,0,27,20,1,34,13,1.86,4.9,0.81,0
Victor Dawson,148602,HB,CINCINNATI,4,7,3,1,72.4,42,0,58,0,0,3,58,355.1,1,0,138,1,2,19.3,58.3,76.3,,29.4,56,61.3,58.3,42,0,0,0,7,13,0,0,0,7,0,58,58,8.29,8.3,0,5
Matt Pack Jr.,186487,HB,COAST CAR,2,7,1,0,0,0,0,20,0,0,1,14,28.6,0,1,141,0,1,71.3,59.5,74.6,,75.9,57.1,60.5,55.5,6,0,0,0,4,18,0,0,0,7,0,20,14,2,2.9,0,6
Makhi Frazier,190321,HB,MICH STATE,6,7,3,0,0,0,0,20,0,0,2,11,52.4,0,1,223,0,0,71.3,65.3,73.6,,70.3,73.4,62.7,60,8,0,12,1,5,9,1,1,1,7,0,21,20,2.86,3,2.4,6
C'Quan Jnopierre,165468,WR,FIU,12,7,0,0,0,0,0,5,0,3,0,12,32.1,0,0,166,0,2,75.7,61.6,80.3,,,59.7,59.7,77,7,0,73,9,75,39,0,0,13,16,0,5,12,1.71,0.7,0.97,1
Larenzo McMillan,138489,WR,NEW MEX ST,10,7,1,1,75.7,84,0,111,1,0,1,49,87.5,2,3,242,0,6,75.3,57.5,77,,35.2,48.2,69.9,49.1,84,0,-1,1,12,39,0,0,2,8,1,111,49,7,15.9,-0.08,1
Daniel Beale,197861,QB,LA LAFAYET,3,7,1,0,0,0,0,0,0,0,0,3,0,0,0,207,0,0,69.8,44.7,76.3,50.4,,,44.4,60,9,1,0,0,0,20,14,5,0,2,0,14,10,1.43,2,,0
Brock Lampe,145846,TE,N ILLINOIS,13,7,0,0,0,0,0,14,0,2,0,12,21.4,0,5,254,0,4,72.6,85.6,66.7,,79.4,62.5,69.9,84.5,3,1,91,9,90,310,0,0,10,16,0,14,12,1.71,2,1.01,0
CJ Stokes,162827,HB,CHARLOTTE,3,7,0,0,0,0,0,33,0,0,0,31,0,1,2,136,0,7,71.4,69.2,73,,70,57.7,70.5,60,13,0,6,1,7,8,0,0,2,8,1,33,31,4.43,4.7,0.86,0
Brandon Tullis,183545,HB,MICH STATE,5,7,1,0,0,0,0,20,0,0,1,15,30.6,0,1,223,0,1,71.3,59.7,72.6,,70.2,57.3,60.2,59.2,9,0,0,0,4,9,0,0,1,7,0,20,15,2.14,2.9,0,5
Che Nwabuko,162773,HB,PITTSBURGH,4,6,3,1,75,57,0,76,0,0,3,66,412.5,1,1,268,0,2,70.9,61.8,73.8,,4.9,58.4,68.6,60,57,0,15,2,15,7,0,0,2,8,1,76,66,11,12.7,1,4
Ke'Marion Baldwin,172238,HB,JAMES MAD,2,6,2,0,0,0,0,17,0,0,2,17,94.4,0,1,197,0,2,71.3,54.9,70.4,,,,55.9,60,4,0,0,0,0,8,0,0,0,6,0,17,17,2.83,2.8,,4
Kwinten Ives,170228,HB,NEBRASKA,4,6,2,0,0,0,0,7,0,0,2,9,50,0,1,238,0,2,71.5,59.3,72.7,,76,56.8,59.1,60,5,0,0,0,5,7,0,0,0,6,1,7,9,1.5,1.2,0,4
Ashton Allen,190652,WR,TEMPLE,12,6,1,1,40,22,0,55,1,4,1,16,44.4,1,2,306,0,1,73.4,59.3,87.6,,,57.7,72.1,57.1,22,0,322,24,349,245,0,0,46,30,0,55,16,2.67,9.2,0.92,0
Tyrell Reed Jr.,190174,HB,ARKANSAS,4,6,1,0,0,0,0,36,0,0,1,25,59.5,1,2,111,0,2,70.7,70.9,73.9,,,67.7,70.8,58.9,10,0,47,1,13,9,0,0,1,7,1,36,25,4.17,6,3.62,4
Dane Nauman,190135,HB,TOLEDO,2,6,1,0,0,0,0,15,0,0,1,18,42.9,0,0,316,0,5,70.7,56.7,70.6,,,76.5,54.2,,3,0,14,1,2,6,0,0,1,7,0,15,18,3,2.5,7,1
PJ Johnson III,147450,WR,NEW MEX ST,12,6,0,0,0,0,0,8,0,3,0,14,28,0,1,242,1,4,29.7,60,64.1,,,61.5,48.9,58.4,7,1,346,19,276,256,0,0,40,25,0,8,14,2.33,1.3,1.25,1
Trenton Bourguet,97285,QB,ARIZONA ST,2,6,0,0,0,0,0,-6,0,0,0,0,0,0,0,110,0,0,70.4,65.2,71,62.9,,,62,60,-1,0,0,0,0,10,0,0,0,6,0,-6,0,0,-1,,0
Devin Kargman,156913,QB,KENT STATE,4,6,0,0,0,0,0,0,0,0,0,0,0,1,2,201,2,1,33.8,47.7,51.9,46,,59.9,65.2,60.2,12,2,0,0,1,67,14,2,0,4,0,14,2,0.33,2.3,0,0
Ashten Emory,188313,HB,UTEP,1,6,1,0,0,0,0,23,0,0,1,17,35.4,0,1,330,0,2,70.9,62,70.7,,72.2,65.6,59.5,,9,0,12,2,5,6,0,0,3,8,0,23,17,2.83,3.8,2.4,4
Jamaal Wiley,188184,HB,CAL,3,6,1,0,0,0,0,18,0,0,1,19,52.8,1,3,130,0,4,70.5,65.5,69.7,,,58.5,64.8,,13,0,0,0,2,6,0,0,0,6,1,18,19,3.17,3,0,2
Jared Brown,147081,WR,S CAROLINA,9,6,4,1,40,16,1,40,2,3,4,13,72.2,3,3,289,0,6,72.5,61.2,43.9,,,60.7,67.2,56.3,16,2,244,15,122,148,0,0,29,21,0,40,13,2.17,6.7,2,0
Eli Stowers,147013,TE,VANDERBILT,13,6,0,0,0,0,1,7,1,13,0,16,61.9,0,2,333,0,4,75.5,86.9,46.1,68.6,71.4,89,63.2,59.3,9,2,644,50,265,191,0,0,67,56,0,7,16,2.67,1.2,2.43,1
Jackson Stratton,157206,QB,IOWA,3,6,1,0,0,0,0,-1,0,0,0,7,0,1,1,192,2,0,35.7,60.6,79.6,62.9,,60,49.9,60,14,1,0,0,1,88,16,2,0,4,0,15,29,4.83,2.5,0,1
John White,184784,QB,SO MISS,4,6,0,0,0,0,0,-20,0,0,0,2,0,0,1,296,4,2,22.3,38.9,77.5,51.3,,,27.3,60,7,0,0,0,0,38,10,3,0,3,1,-10,4,0.67,-1.7,,1
Cutter Boley,184630,QB,KENTUCKY,4,6,0,1,90.9,30,0,28,0,0,0,2,0,1,1,202,3,2,21.9,46.4,78.9,51.7,,,35.2,60,30,1,0,0,0,47,5,1,0,5,0,33,14,2.33,5.5,,0
Demarcus Jones II,99614,HB,NC STATE,13,6,2,0,0,0,0,33,0,0,2,26,123.8,1,2,248,0,1,70.7,67.5,79.8,,75.1,57.4,75.7,56.1,14,0,14,1,11,71,0,0,1,7,1,33,26,4.33,5.5,1.27,5
Jason Albritton,156207,HB,OLE MISS,2,6,1,0,0,0,0,15,0,0,1,16,44.4,0,0,226,0,2,70.5,60.5,68.8,,72.7,60,60.2,,7,0,0,0,0,6,0,0,0,6,0,15,16,2.67,2.5,,4
Cade McNamara,101620,QB,IOWA,8,6,0,0,0,0,0,2,0,0,0,1,0,1,2,192,3,0,50,67.1,85.1,66.9,,,50,60,12,0,0,0,0,216,20,4,0,2,0,22,5,0.83,3.7,,0
Josh Ringer,184085,HB,MIAMI OH,4,6,0,0,0,0,0,7,0,0,0,6,0,0,0,221,1,0,18.9,44,71.9,,79.9,61,41.5,,2,0,7,1,3,6,0,0,1,7,0,7,6,1,1.2,2.33,6
Jeremiah Smith,183710,WR,OHIO STATE,16,6,1,1,40.4,19,0,47,1,15,1,23,74.8,3,3,260,1,1,57.5,89.7,88.6,,61,89.8,69.5,60.3,19,3,1311,76,416,339,0,0,105,82,1,47,23,3.83,7.8,3.15,0
Mark-Anthony Scott Jr.,157945,HB,BUFFALO,4,6,2,0,0,0,0,22,0,0,2,16,76.2,1,2,126,0,0,71.4,62.1,71.9,,,65.8,61,60,10,0,-1,1,1,9,0,0,1,7,0,22,16,2.67,3.7,-1,6
Dwight Phillips Jr.,191156,HB,GEORGIA,5,6,3,0,0,0,0,33,0,0,3,30,187.5,2,3,173,0,1,70.9,66.8,73.3,,,72.1,62.9,59.7,12,0,24,2,6,9,0,0,2,8,1,33,30,5,5.5,4,3
Alvon Isaac,183442,HB,USF,3,6,1,1,50,25,0,50,0,0,1,39,108.3,1,2,327,0,3,70.5,76.7,70.6,,,58.9,74.8,59.8,25,0,0,0,2,8,0,0,0,6,1,50,39,6.5,8.3,0,3
Henry Hesson,145798,QB,MIAMI OH,5,6,0,0,0,0,0,-2,0,0,0,0,0,0,0,221,0,0,68.4,36.7,77.1,38.2,,,47.2,60,9,0,0,0,0,47,24,5,0,1,0,22,13,2.17,3.7,,0
Jamal Hailey,158155,HB,W MICHIGAN,3,6,0,1,80,48,0,60,0,0,0,9,0,1,2,347,0,1,70.9,86.8,70.8,,70.9,,82.8,58.9,48,0,0,0,0,10,0,0,0,6,1,60,9,1.5,10,,5
Jordan Anderson,158194,HB,ILLINOIS,10,6,0,0,0,0,0,12,0,0,0,13,0,0,3,187,0,1,70.5,58.5,74.5,,20.4,55.4,63.4,55.1,5,0,0,0,4,15,0,0,0,6,0,12,13,2.17,2,0,2
Elijah Brown,183276,QB,STANFORD,3,6,1,0,0,0,1,-8,0,0,0,0,0,0,0,300,1,1,45.1,33.4,32.3,39.5,,,39.6,60,7,2,0,0,0,23,18,5,0,1,0,10,18,3,1.7,,0
Oran Singleton Jr.,145589,WR,E MICHIGAN,12,6,0,0,0,0,0,23,2,5,0,9,10.6,0,0,160,0,4,84.5,72.6,86.6,,62.1,72.8,54.5,67.2,9,0,639,65,405,264,0,0,98,71,0,23,9,1.5,3.8,1.58,1
Deston Hawkins,176024,HB,NEVADA,9,6,2,1,68.8,22,0,32,0,1,2,21,80.8,1,1,239,0,3,71.6,55,0,,24.4,65,60.9,46.3,22,1,33,7,37,32,0,0,8,13,0,32,21,3.5,5.3,0.89,3
Joshua Dye,175636,HB,UTEP,3,6,1,0,0,0,0,20,0,1,1,17,81,0,0,330,0,2,70.7,62.7,74.1,,77.7,71,57.4,59.1,9,0,11,1,13,9,0,0,1,7,0,20,17,2.83,3.3,0.85,4
Kenny Johnson,175419,WR,PITTSBURGH,13,6,2,0,0,0,0,26,2,8,2,31,99.4,2,3,268,0,2,81.4,67.1,87.9,,,66.3,69,57.4,14,1,537,46,395,218,0,0,70,52,0,26,31,5.17,4.3,1.36,1
Chris Johnson Jr.,175378,HB,MIAMI FL,6,6,1,1,77.4,24,0,31,0,2,1,22,78.6,1,2,220,0,3,75,73.4,0,,,74.4,69.8,,24,1,72,8,21,5,0,0,10,14,0,31,22,3.67,5.2,3.43,1
Max White,144851,HB,IOWA,3,6,1,1,48.6,17,0,35,0,0,1,20,55.6,1,1,192,0,2,71.5,60.6,71.4,,,58.6,60.8,60,17,0,0,0,2,7,0,0,1,6,0,35,20,3.33,5.8,0,4
Jake Reichle,162441,HB,OREGON ST,7,6,0,0,0,0,0,21,0,0,0,12,0,0,3,265,0,2,70.7,68.5,73.4,,30.7,57.6,69.4,65,9,0,9,1,6,16,0,0,1,7,1,21,12,2,3.5,1.5,4
Jaylen Johnson,175317,HB,USF,1,6,1,0,0,0,0,33,0,0,1,15,41.7,0,3,327,0,2,70.5,77.4,69.5,,,,73.5,60,7,0,0,0,0,8,0,0,0,6,0,33,15,2.5,5.5,,4
Elijah Jackson,174961,HB,PURDUE,3,6,1,1,71.1,69,0,97,0,1,1,19,79.2,2,3,273,0,1,73,77.2,71.4,,,74.7,70.8,59.7,69,0,7,2,5,8,0,0,2,8,1,97,19,3.17,16.2,1.4,5
Arian Smith,124039,WR,GEORGIA,14,6,2,1,61.2,30,0,49,10,5,2,19,41,2,2,173,1,0,48.4,57.7,48.7,,54.1,57.1,71,58.8,30,5,801,48,410,237,0,0,72,54,0,49,19,3.17,8.2,1.95,0
Harrison Bailey,124266,QB,LOUISVILLE,5,6,1,0,0,0,0,-5,0,0,0,0,0,1,1,210,0,0,70.5,76.3,31.9,77.9,,,61.7,60,13,1,0,0,0,53,17,2,0,4,0,12,14,2.33,2,,0
Anthony Rubio,174262,HB,FLORIDA,1,6,0,0,0,0,0,32,0,0,0,14,0,0,2,163,0,1,70.5,69,70.7,,,,67,,9,0,0,0,0,6,0,0,0,6,1,32,14,2.33,5.3,,5
Ron Wiggins,125380,HB,JVILLE ST,2,6,2,1,51.7,15,0,29,0,0,2,31,147.6,1,2,196,0,2,70.7,63.2,72.1,,75,57.1,64.5,59.4,15,0,5,1,5,9,0,0,1,7,0,29,31,5.17,4.8,1,4
Iverson Celestine,144406,HB,S ALABAMA,4,6,2,0,0,0,0,21,0,2,2,13,108.3,0,2,288,0,4,71.5,73.7,72.3,,,72.5,72.7,59.7,6,0,18,2,8,10,0,0,2,8,1,21,13,2.17,3.5,2.25,2
Semaj Morgan,174043,WR,MICHIGAN,11,6,1,0,0,0,0,32,1,4,1,10,25.3,1,0,222,0,2,82,60,42.8,49.6,,61.7,60.5,53,13,1,139,27,157,121,0,0,37,33,0,32,10,1.67,5.3,0.89,1
Parker Kingston,163251,WR,BYU,13,6,1,1,46.5,20,0,43,2,1,1,13,22.8,1,3,128,0,3,85.3,70.2,19.7,74.2,,68.1,71.3,55.9,20,1,196,13,75,81,0,0,17,19,0,43,13,2.17,7.2,2.61,0
Tykeem Wallace,147986,WR,KENNESAW,12,6,0,0,0,0,0,14,1,9,0,9,45,0,1,200,0,6,75.8,55.1,55.6,,,58,52.5,44.4,4,2,198,24,241,209,0,0,44,30,0,14,9,1.5,2.3,0.82,0
Marquese Williams,173426,HB,AKRON,4,6,1,0,0,0,0,13,0,0,1,17,47.2,0,1,102,0,0,70.5,63.3,71.7,,72.2,57.7,62.9,60,7,0,0,0,3,8,0,0,1,6,0,13,17,2.83,2.2,0,6
Kam Shanks,173347,WR,UAB,12,6,1,2,89.3,50,0,56,7,11,1,21,60.9,2,2,321,4,1,25.7,66.3,56.1,60,,68.9,35.1,63.9,35,1,654,63,306,108,0,0,91,69,0,56,21,3.5,9.3,2.14,0
Trey Cooley,144150,HB,GA TECH,1,6,2,0,0,0,0,26,0,0,2,21,100,0,0,176,0,5,70.7,62.1,73.8,,72.7,61.4,61.7,58.3,8,0,4,1,6,13,0,0,1,7,0,26,21,3.5,4.3,0.67,1
Junior Sherrill,172627,WR,VANDERBILT,13,6,1,0,0,0,1,29,1,5,1,19,54.3,0,2,333,1,5,75.9,66.5,45,,,65.9,71.2,63.3,8,3,394,29,293,302,0,0,50,35,0,29,19,3.17,4.8,1.34,0
Cole Turner,156239,WR,CLEMSON,14,5,1,1,32.1,18,1,33,2,0,0,12,0,3,3,140,0,0,73.6,61.6,9.4,,,60.8,71.9,60.1,23,2,229,16,164,124,23,1,25,20,1,56,21,4.2,11.2,1.4,0
Chase Roberts,147528,WR,BYU,13,5,0,0,0,0,0,21,3,6,0,11,23.2,0,0,128,0,2,75.3,79,88,58.9,62.1,80.3,55.9,62.6,7,2,851,52,327,290,0,0,72,57,0,21,11,2.2,4.2,2.6,0
Fredrick Moore,174042,WR,MICHIGAN,13,5,0,1,53.6,15,0,28,0,2,0,14,35,1,1,222,0,0,71.5,66.4,82.5,,,65.5,62.2,65.3,15,1,128,11,97,83,0,0,17,16,0,28,14,2.8,5.6,1.32,0
Mac Dalena,128174,WR,FRESNO ST,13,5,1,2,97.4,38,0,39,3,6,1,8,16.2,2,2,169,1,0,55.4,73.6,69.8,,,74.3,61.7,56.7,20,1,1074,64,412,249,0,0,83,69,0,39,8,1.6,7.8,2.61,0
Kamdyn Benjamin,123241,WR,TULSA,12,5,1,0,0,0,0,12,4,12,1,11,48.3,1,1,320,1,2,72.3,70.7,71.6,,,72.2,44.5,63.5,12,1,822,70,444,321,4,1,118,74,0,16,15,3,3.2,1.85,0
Braden Bohannon,160367,QB,KENNESAW,2,5,0,0,0,0,0,-11,0,0,0,3,0,0,0,200,2,3,23.1,32,72.8,46.4,,,36.7,60,4,1,0,0,0,9,4,1,0,4,0,-7,5,1,-1.4,,0
Jacob Gill,145036,WR,IOWA,13,5,0,0,0,0,1,13,3,3,0,4,6,0,0,192,0,0,74,63.5,23.3,,,66.2,54.7,55.7,9,4,411,35,260,333,0,0,47,40,0,13,4,0.8,2.6,1.58,0
Cameron Rising,77663,QB,UTAH,3,5,0,0,0,0,0,0,0,0,0,,100,2,2,328,0,0,71.1,49.9,80,46.9,,,64.9,60.2,25,1,0,0,0,59,50,5,0,0,0,50,7,1.4,10,,0
Jamaal Bell,128222,WR,BAYLOR,5,5,1,1,74.1,20,0,27,0,0,1,13,37.1,1,1,118,0,0,75.5,69,75.9,,,65.9,65.2,61.8,20,0,6,2,7,18,0,0,4,7,0,27,13,2.6,5.4,0.86,5
Kaden Cloud,173852,HB,AIR FORCE,9,5,0,0,0,0,0,19,0,0,0,6,0,0,0,101,0,0,70.7,54.6,78.1,,76.8,52.6,51.7,63.5,7,0,4,1,25,40,0,0,2,6,0,19,6,1.2,3.8,0.16,1
Makai Jackson,159480,WR,APP STATE,11,5,0,2,71.1,64,0,90,1,1,0,10,3.9,4,4,108,0,0,77,73.1,69.2,,,73.7,76.2,52.6,47,1,745,46,369,287,0,0,81,51,1,90,10,2,18,2.02,0
Zachary Card,173726,WR,OREGON ST,10,5,0,2,75,45,0,60,0,0,0,2,0,2,2,265,0,1,38.9,56.3,77.9,,,52,64.1,62.4,26,0,0,0,26,35,0,0,1,5,1,60,2,0.4,12,0,0
Lucky Sutton,158807,HB,S DIEGO ST,4,5,0,1,48.6,17,0,35,0,0,0,5,0,1,2,284,0,1,69.7,67.3,71.5,,36.3,,68.1,57.3,17,0,0,0,0,10,0,0,0,5,0,35,5,1,7,,4
John-Keawe Sagapolutele,175709,QB,HAWAII,5,5,0,0,0,0,0,-5,0,0,0,0,0,0,1,180,0,0,69.8,53.9,73.1,45.6,,,66.1,60,1,0,0,0,0,14,0,0,0,5,0,-5,0,0,-1,,0
Deion Burks,145107,WR,OKLAHOMA,5,5,4,0,0,0,0,32,1,4,4,30,133.3,1,1,261,1,4,39.5,66.9,83.4,,,65.8,71.5,54.6,11,0,238,31,151,117,0,0,42,36,0,32,30,6,6.4,1.58,0
Lunch Winfield,176367,QB,LA LAFAYET,1,5,1,0,0,0,0,19,0,0,1,8,32,0,2,207,0,1,69.6,83.3,69.1,58.9,,,76,,5,0,0,0,0,5,0,0,0,5,0,19,8,1.6,3.8,,4
Nate McCollum,122487,WR,N CAROLINA,10,5,4,1,92.5,37,0,40,1,4,4,34,194.3,1,1,245,1,0,47.6,69,40.4,,,68.6,69.3,59,37,1,270,23,154,109,0,0,33,28,1,40,34,6.8,8,1.75,0
Brady Lichtenberg,144226,QB,CINCINNATI,3,5,1,0,0,0,0,-4,0,0,0,2,0,0,0,138,1,2,22.5,41.8,73.9,44.3,,,51.4,60,5,0,0,0,0,20,2,1,0,4,0,-2,3,0.6,-0.4,,0
Caleb Goodie,173459,WR,COLO STATE,11,5,1,2,81.6,71,0,87,3,7,1,8,49.2,2,2,144,1,0,29.9,63.7,61.8,,,62.4,74.2,58.9,46,1,428,21,223,242,0,0,40,26,0,87,8,1.6,17.4,1.92,0
Ja'Khi Douglas,122397,WR,FLORIDA ST,12,5,0,1,93.8,15,0,16,2,3,0,10,16.2,1,2,167,0,3,73.8,73.1,55,,74.3,74.8,66.1,46.7,15,1,519,32,268,142,0,0,46,37,0,16,10,2,3.2,1.94,0
Michael Pettway,142023,WR,JVILLE ST,14,5,0,0,0,0,0,17,1,9,0,8,48,0,1,196,1,4,54.4,64.3,84.9,,63.9,64.7,59,58.7,7,0,444,25,214,287,0,0,46,30,0,17,8,1.6,3.4,2.07,0
Nick Floyd,141266,HB,UTAH ST,1,5,2,1,82.8,53,0,64,0,0,2,14,112,1,2,329,0,0,70.1,74.5,70.2,,,,71.6,60,53,0,0,0,0,7,0,0,0,5,0,64,14,2.8,12.8,,5
Maurice Mazzccua,182993,HB,NEBRASKA,2,5,1,0,0,0,0,8,0,0,1,6,24,0,1,238,0,2,69.7,57.2,71.2,,67.7,60,57.6,60,5,0,0,0,1,7,0,0,0,5,0,8,6,1.2,1.6,0,3
Zach Hernandez,183251,HB,SMU,2,5,1,0,0,0,0,11,0,0,1,13,52,0,0,287,0,1,69.7,51.8,71.3,,12,57,55.6,60,4,0,0,0,5,8,0,0,0,5,0,11,13,2.6,2.2,0,4
Trace Campbell,163649,QB,UAB,5,5,1,0,0,0,0,28,0,0,1,13,37.1,1,4,321,0,3,70.1,68.1,71.9,50.4,60.9,61.2,70.2,60,10,0,-5,2,2,6,0,0,2,7,0,28,13,2.6,5.6,-2.5,2
Antwane Wells Jr.,138470,WR,OLE MISS,13,5,1,0,0,0,0,4,5,5,1,12,43.6,0,0,226,1,2,37.3,59.6,67.3,,,60.2,54.4,58,4,3,550,28,369,250,0,0,56,33,0,4,12,2.4,0.8,1.49,0
Josiah Martin,183262,WR,CAL,9,5,0,1,65.9,29,1,44,0,1,0,5,5.9,2,2,130,0,1,71.7,65.8,10.1,,,63.4,73.1,62.7,29,1,112,12,85,50,0,0,18,17,1,44,5,1,8.8,1.32,0
AJ Bianco,158232,QB,NEVADA,5,5,0,0,0,0,0,6,0,0,0,7,0,0,1,239,0,1,70.2,74.7,75.8,74.3,,54.6,65,60,9,0,0,0,2,19,5,2,0,3,0,11,7,1.4,2.2,0,0
Harrison Barker,121479,QB,UAB,4,5,0,0,0,0,0,33,0,0,0,13,0,2,2,321,1,2,21.1,55.7,73.2,64,,59.9,52.9,60.1,13,0,0,0,1,13,0,0,0,5,0,33,13,2.6,6.6,0,3
Caullin Lacy,121426,WR,LOUISVILLE,5,5,1,0,0,0,1,21,2,8,1,12,93.9,0,1,210,0,4,77,62.3,81.9,,,61.9,57.9,66.7,9,1,196,18,156,83,0,0,30,23,1,21,12,2.4,4.2,1.26,0
Jalen Macon,153929,QB,N ILLINOIS,1,5,0,0,0,0,0,16,0,0,0,5,0,0,1,254,0,2,68.3,79.1,72.5,75.2,,,68.3,60,9,0,0,0,0,8,11,2,0,3,1,27,13,2.6,5.4,,0
Walker White,184413,QB,AUBURN,1,5,0,0,0,0,0,10,0,0,0,7,0,0,1,115,1,3,19.9,31.4,72.2,36.2,,,47.6,60,8,0,0,0,0,13,6,1,0,4,0,16,8,1.6,3.2,,0
Raheim Jeter,169901,QB,E CAROLINA,2,5,1,0,,0,0,0,0,0,1,11,44,0,1,156,0,1,69.7,71.6,70.1,,,,66,60,7,0,0,0,0,10,0,0,0,5,0,0,11,2.2,0,,0
Eamonn Dennis,129575,WR,OHIO,8,5,2,0,0,0,0,30,0,3,2,11,137.5,1,1,259,0,4,73.1,60.2,0,,,58.9,66,58.8,10,1,26,3,21,43,0,0,5,8,0,30,11,2.2,6,1.24,0
Ryan Wingo,184520,WR,TEXAS,16,5,5,2,80,80,0,100,4,8,5,56,428.2,2,4,311,0,0,73.5,64.6,65.9,,,60.2,88.2,72.3,55,1,472,29,313,289,0,0,55,34,0,100,56,11.2,20,1.51,0
A.J. Henning,129580,WR,NWESTERN,12,5,1,0,0,0,1,8,4,6,1,8,17.5,0,0,256,0,4,83.6,69,62.7,,,68.8,64.5,63.9,9,2,603,59,361,162,0,0,104,64,0,8,8,1.6,1.6,1.67,0
Brock Townsend,184677,HB,C MICHIGAN,1,5,1,0,0,0,0,14,0,0,1,10,40,0,1,134,0,3,69.7,65.1,68.5,,,58.6,64.6,,7,0,0,0,2,5,0,0,0,5,0,14,10,2,2.8,0,2
Jake Merklinger,184888,QB,TENNESSEE,2,5,0,1,80,24,0,27,0,0,0,7,0,1,1,307,0,0,69.3,64.9,74.5,64.8,,,60.2,60,24,0,0,0,0,24,3,1,0,4,0,30,7,1.4,6,,4
Johnny Thompson Jr.,173087,HB,KANSAS,1,5,0,0,0,0,0,32,0,0,0,14,0,1,2,198,0,2,69.7,68.2,73.6,,,54.7,69.2,60,10,0,0,0,5,6,0,0,0,5,0,32,14,2.8,6.4,0,3
Terrell McDonald,97922,TE,UAB,12,5,2,0,0,0,0,4,0,1,2,4,15.8,0,2,321,3,3,11.2,60.2,87,,44.4,55.9,64.4,63.8,5,0,202,15,131,164,5,1,18,19,1,9,4,0.8,1.8,1.54,1
Kendrell Williams,147142,HB,LA LAFAYET,2,5,0,0,0,0,0,13,0,0,0,18,0,0,0,207,0,2,69.7,60.8,72.7,,68.5,55.9,61,60,6,0,0,0,6,8,0,0,0,5,0,13,18,3.6,2.6,0,3
Jake Smith,97423,WR,ARIZONA ST,10,5,0,0,0,0,0,14,1,0,0,8,0,1,1,110,0,1,74.1,56.7,16.4,,,57.9,59.1,56,14,1,91,6,81,67,0,0,12,11,0,14,8,1.6,2.8,1.12,0
Jonathan Brady,156940,WR,CAL,13,5,0,1,71.4,20,0,28,0,1,0,9,4.4,1,1,130,0,2,74.1,62.4,85.8,,,62,57.2,64.9,20,0,386,36,311,154,0,0,49,41,0,28,9,1.8,5.6,1.24,0
Jarvis Durr,172305,HB,S ALABAMA,1,5,1,0,0,0,0,16,0,0,1,12,48,0,2,288,0,3,69.7,66.8,70.5,,,,65.5,60,4,0,0,0,0,8,0,0,0,5,1,16,12,2.4,3.2,,2
Ashtyn Hawkins,147222,WR,BAYLOR,13,5,5,0,0,0,0,7,3,8,5,16,110.6,0,0,118,0,2,74.1,71.4,86,,,72.6,51.5,60.5,5,1,564,43,289,272,0,1,62,47,0,7,16,3.2,1.4,1.95,0
Simeon Evans,147304,WR,SM HOUSTON,13,5,0,0,0,0,0,17,3,11,0,12,48,1,1,281,0,5,76.5,73.3,87.6,60.4,,74.6,66.6,51.4,11,3,556,50,263,290,0,0,72,55,0,17,12,2.4,3.4,2.11,0
General Booty,71008,QB,LA MONROE,6,5,0,1,67.4,31,0,46,0,0,0,11,0,1,1,209,0,3,71.9,46.9,53.5,42.9,,,64,60,31,1,-7,1,0,106,0,0,1,6,0,46,11,2.2,9.2,,1
Kayden Luke,189622,FB,ARIZONA,9,5,0,0,0,0,0,20,0,0,0,11,0,1,1,109,0,1,69.7,70.6,76.9,,12.8,57.3,63.8,77,11,0,0,0,1,33,0,0,0,5,0,20,11,2.2,4,0,4
