player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Leo Pulalasi,176689,HB,WASH STATE,13,66,16,4,25.5,78,0,306,0,2,16,217,80,7,16,341,1,31,65.4,73,83.3,,69.7,62.7,75.8,55.9,22,0,54,8,104,89,0,0,10,74,2,306,217,3.29,4.6,0.52,34
Sevaughn Clark,99159,HB,TOLEDO,11,66,6,4,34.7,76,0,219,2,1,6,125,17.7,6,10,316,1,37,65.7,63.5,81.5,,33.6,58.1,65.4,65.5,26,0,51,9,77,74,0,0,12,75,0,219,125,1.89,3.3,0.66,29
Michel Dukes,99591,HB,GA STATE,12,66,14,8,52.9,202,0,382,2,23,14,262,134.8,10,14,175,0,20,84.4,74,84.8,,29.1,80.5,74.6,56,35,0,359,43,188,97,0,0,48,109,2,382,262,3.97,5.8,1.91,46
Kaden Feagin,174024,HB,ILLINOIS,5,66,9,5,40.1,122,0,304,0,0,9,212,40.7,8,19,187,0,36,84.2,76.6,81.4,,66,67.4,75.4,67,34,0,37,5,39,78,0,0,6,71,3,304,212,3.21,4.6,0.95,30
Daniel Hishaw Jr.,122562,HB,KANSAS,8,65,16,3,18.9,71,0,376,0,0,16,214,77.5,12,21,198,0,26,84.1,73,82,,42.7,57.9,75.4,57.9,32,0,33,3,52,90,0,0,3,68,3,376,214,3.29,5.8,0.63,39
Greg Burrell,184204,HB,UNLV,12,65,22,7,43.4,159,0,366,0,1,22,285,150.5,11,16,325,0,47,84.2,77.7,82.3,,78.9,54.5,79.2,57.7,42,0,12,2,50,103,0,0,2,67,3,366,285,4.38,5.6,0.24,17
Eli Heidenreich,162554,FB,NAVY,13,65,16,6,48.2,214,0,444,0,14,16,251,111.4,9,18,237,0,25,75.3,91.4,41.5,48.4,43.9,94.5,82.6,67.8,60,2,671,39,171,444,0,0,59,104,3,444,251,3.86,6.8,3.92,13
Ethan Payne,145269,HB,MARSHALL,13,65,7,7,46.8,147,0,314,0,2,7,198,37.6,8,23,214,1,18,65.2,72.4,81.6,,67.1,59.8,74.7,53.2,36,0,34,8,56,92,0,0,9,73,7,314,198,3.05,4.8,0.61,46
Ezell Jolly,175641,HB,UTEP,7,64,11,0,0,0,0,243,1,0,11,149,36.6,5,14,330,2,14,46.5,68.6,80,,77,52.3,71,51.2,14,0,38,6,38,73,0,0,7,70,1,243,149,2.33,3.8,1,50
Quinten Joyner,174151,HB,USC,12,64,21,7,42.8,199,0,465,0,4,21,288,148,14,25,326,2,34,47.2,80.5,82.2,,20.7,57.5,90,59.5,75,1,90,12,102,80,0,0,14,76,3,465,288,4.5,7.3,0.88,30
Peyton Lewis,184885,HB,TENNESSEE,9,64,9,6,41.3,140,0,339,1,1,9,206,47.3,9,21,307,0,37,84.3,71.6,79.2,,44.5,48.3,74.3,59.1,35,0,14,4,31,71,0,0,5,68,3,339,206,3.22,5.3,0.45,27
Dallan Hayden,162865,HB,COLORADO,11,64,9,2,22.4,44,0,196,1,7,9,142,43.8,3,6,143,0,18,84,58.8,83,,48.1,68.6,56.8,47.7,27,0,132,17,141,70,0,0,19,81,1,196,142,2.22,3.1,0.94,46
Brandon Campbell,146414,HB,UMASS,10,64,6,3,24.3,58,0,239,0,1,6,137,20.8,5,16,216,0,22,84,73.8,3.6,,79.9,71.3,73.1,57.9,21,1,67,8,47,76,0,0,9,72,3,239,137,2.14,3.7,1.43,41
Shedeur Sanders,131396,QB,COLORADO,13,64,10,0,0,0,1,21,0,0,0,22,0,12,25,143,7,0,65.4,91,81.8,90.5,62.2,60,67.4,60,17,7,0,0,1,242,284,39,0,25,4,305,233,3.64,4.8,0,12
Demond Williams Jr.,183648,QB,WASHINGTON,13,63,21,3,13.5,50,0,165,0,0,8,102,68.6,12,19,340,2,9,67,82,83.6,73.1,,61.3,77.2,60,43,0,3,1,1,131,205,29,1,35,2,370,222,3.52,5.9,3,22
Harrison Waylee,130584,HB,WYOMING,4,63,13,3,22.2,70,1,315,0,0,13,169,53.7,8,17,351,1,21,64.4,66,0,,23.2,53.4,69.6,57.3,36,2,5,2,39,77,0,0,3,65,1,315,169,2.68,5,0.13,42
OJ Arnold,158336,HB,GA SOUTHRN,12,63,13,5,31.2,101,0,319,1,5,13,202,68.2,9,21,174,1,39,67,78.4,83.6,72.6,71,69.5,81.9,65.1,32,0,145,24,145,86,5,1,27,86,4,324,203,3.22,5.1,1,21
Eli Holstein,172381,QB,PITTSBURGH,10,63,10,2,12.2,52,0,124,0,0,3,59,19.7,14,23,268,9,6,28.1,63.1,87.1,57.1,,,72,60.1,49,0,0,0,0,189,301,33,0,30,3,425,247,3.92,6.7,,12
Bryson Barnes,131845,QB,UTAH ST,9,63,12,9,44.2,247,0,377,0,0,7,192,53.8,18,31,329,2,32,59,76.7,83.8,63.5,,54.3,80.5,60.1,63,1,0,0,1,158,182,13,0,50,5,559,228,3.62,8.9,0,12
Jordan McCloud,101058,QB,TEXAS ST,13,63,9,3,20.3,74,0,197,0,0,3,67,13.9,11,21,314,7,19,56.5,82.8,73.4,81.6,,,65.2,60.1,42,2,0,0,0,394,167,25,0,38,7,364,191,3.03,5.8,,4
Jaziun Patterson,156421,HB,IOWA,10,63,7,3,24.6,76,0,309,0,0,7,205,35.6,6,19,192,0,14,83.9,67.1,80.1,,43.9,56.6,66.9,58.7,39,0,3,1,14,71,0,0,1,64,2,309,205,3.25,4.9,0.21,49
Dillon Gabriel,86272,QB,OREGON,14,62,14,4,42,126,0,179,0,0,7,67,29.3,9,22,264,4,15,70.5,86.8,90,86.3,,51.6,61.8,60.2,54,4,0,0,2,427,121,22,0,40,7,300,155,2.5,4.8,0,8
Deion Hankins,97310,HB,TEXAS ST,10,62,12,2,28.3,77,0,272,0,0,12,229,71.5,6,21,314,1,37,63.5,71.2,80,,23.3,53,72.3,58.2,47,0,0,0,21,83,0,0,1,62,2,272,229,3.69,4.4,0,25
Viron Ellison Jr.,190723,HB,TULSA,9,62,13,7,37.4,132,0,353,1,1,13,258,75.7,13,22,320,1,11,65.7,78.3,81.7,,65.9,57.3,82.3,69.5,32,0,97,15,78,96,0,0,18,77,1,353,258,4.16,5.7,1.24,50
Nicholas Vattiato,145302,QB,MIDDLE TN,12,61,8,0,0,0,0,40,0,0,0,13,0,6,17,224,7,1,45.7,78.5,89.1,78.6,,,58.1,60.1,16,1,0,0,0,259,183,38,0,23,1,223,143,2.34,3.7,,11
Marlon Gunn Jr.,162642,HB,E CAROLINA,11,61,16,1,8.9,20,0,224,1,0,16,163,67.9,4,14,156,1,26,63.4,71.8,80.4,,86,47.8,72.4,71.2,20,0,34,2,40,73,0,0,4,63,3,224,163,2.67,3.7,0.85,35
Torrance Burgess Jr.,163031,HB,TEXAS ST,11,61,23,5,34.3,124,0,361,0,7,23,191,132.3,12,18,314,2,43,48.5,72.9,80.8,,62.5,64.9,73.3,54.8,57,0,105,10,63,73,0,0,11,71,2,361,191,3.13,5.9,1.67,17
Vaughn Pemberton,145628,HB,BALL ST,10,61,9,3,27.5,76,1,276,0,1,9,232,55.1,8,19,117,1,31,64.3,68.4,15.5,,84.7,64.1,69.4,53.8,41,1,76,8,77,84,0,0,8,69,2,276,232,3.8,4.5,0.99,30
Jabari Bates,157835,HB,S JOSE ST,13,60,17,3,27.9,68,0,244,0,0,17,170,77.7,6,13,285,1,17,50.3,70,17.7,,53.1,46.6,75.3,59.2,31,1,17,2,30,68,0,0,2,62,1,244,170,2.83,4.1,0.57,38
Stacy Sneed,123680,HB,HOUSTON,11,60,17,4,44.9,137,0,305,3,4,17,138,64.4,6,12,182,1,20,65.4,60.5,21.7,,40.1,57.5,64.7,48.9,65,1,94,15,98,95,0,0,26,75,1,305,138,2.3,5.1,0.96,39
Jekail Middlebrook,170487,HB,MIDDLE TN,9,60,16,3,21.2,58,0,273,2,4,16,214,87,9,14,224,0,31,83.6,69.6,83.4,,38.5,61.3,74.6,51.6,24,0,163,22,113,75,0,0,28,82,2,273,214,3.57,4.6,1.44,25
Ben Finley,122864,QB,AKRON,12,60,8,2,21.1,48,0,86,0,0,4,31,7.8,11,13,102,6,15,51.2,61.6,69.1,62.4,,80,54.3,60.1,33,5,15,2,4,211,141,21,2,41,0,227,61,1.02,3.8,3.75,10
Ben Wooldridge,82115,QB,LA LAFAYET,11,60,7,1,5.3,15,0,103,0,0,2,38,6.6,10,26,207,2,4,65.6,83.5,78.1,80.9,,57.2,69.9,60,18,5,0,0,0,293,181,26,0,34,5,284,146,2.43,4.7,,14
Malik Sherrod,128189,HB,FRESNO ST,4,60,11,2,40.8,80,0,196,2,1,11,154,45.3,2,10,169,0,16,83.6,59.2,5.9,,46.7,50.9,64.3,42.9,48,1,38,8,73,65,0,0,12,68,4,196,154,2.57,3.3,0.52,44
Daba Fofana,144305,FB,NAVY,13,59,12,3,32.7,82,0,251,0,0,12,173,58.6,3,8,237,0,23,83.7,57.3,27.4,,33.4,52.7,59.2,63.3,49,1,3,1,36,180,0,0,1,60,2,251,173,2.93,4.3,0.08,8
Maddux Madsen,163379,QB,BOISE ST,14,59,14,1,6.6,18,0,45,0,0,5,34,20.2,9,21,120,2,1,74.6,74.3,90,70.7,,,67.7,60.1,49,1,0,0,0,480,226,30,0,29,5,271,178,3.02,4.6,,5
Chad Alexander,175356,HB,GA TECH,10,58,13,5,37.3,104,0,279,1,1,13,197,75.5,9,17,176,1,35,62.7,62.3,17.5,,31.9,47,69.3,48.6,28,1,22,5,77,101,0,0,7,63,1,279,197,3.4,4.8,0.29,23
David Mbadinga,174136,HB,GA SOUTHRN,13,58,19,5,42.4,97,0,229,1,3,19,152,94.5,6,14,174,0,35,83.7,67,82,,49.9,45.1,74.2,45,29,0,26,3,76,83,0,0,6,61,3,229,152,2.62,3.9,0.34,20
Richard Reese,158568,HB,BAYLOR,11,58,14,3,31.5,76,0,241,0,1,14,164,66.3,5,9,118,0,34,83.1,68.1,79.5,,70.8,62.4,67.6,57.7,28,0,41,6,38,69,0,0,7,64,1,241,164,2.83,4.2,1.08,23
Alex Orji,158545,QB,MICHIGAN,11,58,17,4,33.6,99,0,248,0,0,11,175,87.1,11,19,222,3,35,47.6,59.2,82.1,39.4,62.2,55.8,70.3,60.1,29,0,0,0,2,157,47,11,1,47,1,295,220,3.79,5.1,0,5
Rashod Dubinion,157020,HB,ARKANSAS,8,57,20,8,47.4,155,0,327,0,5,20,251,150.8,12,16,111,4,35,23.8,70,82.5,,75.9,69.6,69.4,56.7,23,0,122,16,81,71,0,0,19,73,2,327,251,4.4,5.7,1.51,21
D.J. Jones,122840,HB,WYOMING,4,57,8,2,19.8,32,0,162,2,2,8,133,38.3,3,5,351,0,14,83.3,55.5,0,,35.5,43.6,60.2,49.5,17,1,24,4,45,71,0,0,8,61,0,162,133,2.33,2.8,0.53,43
Marquis Crosby,145241,HB,LA TECH,11,57,7,2,22.4,51,0,228,1,0,7,153,31.8,6,12,208,1,32,62.1,65.6,81.1,73.1,27.3,34.2,71.1,58.4,31,0,5,2,49,89,0,0,3,59,1,228,153,2.68,4,0.1,25
Ethan Garbers,131896,QB,UCLA,11,57,10,0,0,0,0,16,0,0,1,22,6.1,9,19,324,9,2,42.7,69.1,78.6,68.3,,,60.7,60.1,57,2,0,0,0,239,325,38,0,19,1,341,272,4.77,6,,5
Pat Garwo III,97120,HB,NEVADA,9,57,11,2,18.4,47,0,256,0,1,11,169,51.6,3,17,239,0,24,83.1,71.5,83.2,,63.3,64.8,75.9,44.7,25,1,50,12,82,93,0,0,12,69,5,256,169,2.96,4.5,0.61,33
Evan Pryor,145057,HB,CINCINNATI,12,56,10,5,60.3,252,0,418,0,1,10,282,78,8,12,138,1,16,64,75.8,19,,38.2,79.3,78.4,55.3,65,1,181,15,81,78,0,0,18,71,6,418,282,5.04,7.5,2.23,39
Chez Mellusi,99597,HB,WISCONSIN,4,56,5,1,9.1,21,0,232,1,0,5,132,19,4,14,349,2,21,41,66.3,79.1,,77.7,53.2,67.3,56.5,21,0,17,6,36,63,0,0,9,62,3,232,132,2.36,4.1,0.47,34
Taylor Tatum,188782,HB,OKLAHOMA,11,56,4,3,26.1,71,0,272,0,1,4,169,24.7,5,12,261,4,21,22.8,56.4,82.1,62.7,25.7,61.3,58.8,49,35,0,41,5,61,103,0,0,6,61,3,272,169,3.02,4.9,0.67,34
Brandon Thomas,121788,HB,MEMPHIS,11,56,24,4,39.5,131,0,332,1,2,24,263,196.9,10,23,218,1,12,63.1,78,80.7,,56.3,56.5,79.4,59.2,57,0,30,6,39,72,0,0,7,62,9,332,263,4.7,5.9,0.77,44
Braxton Woodson,175276,QB,NAVY,9,55,13,2,38.7,65,0,129,0,0,9,98,33.9,5,12,237,3,22,46.1,58.5,49.8,56,,,60.7,60,38,1,0,0,0,118,39,4,0,51,3,168,140,2.55,3.1,,12
Joey Aguilar,174978,QB,APP STATE,11,55,15,2,19,64,0,117,0,0,5,53,33.8,14,24,108,4,2,62.6,71.9,80.5,66.8,,60,75.9,60,49,3,0,0,1,347,219,27,0,28,2,336,205,3.73,6.1,0,13
Turbo Richard,190199,HB,BOSTON COL,8,55,12,4,30.2,84,0,278,0,3,12,150,70.5,8,14,121,0,36,83.3,78.2,80.8,,13.7,61.2,80.1,56.2,30,0,66,3,31,76,0,0,4,58,2,278,150,2.73,5.1,2.13,18
Justin Lamson,144052,QB,STANFORD,12,55,5,0,0,0,0,127,0,0,4,68,11.3,2,26,300,3,44,34.6,65.1,80.8,58.2,,54.8,66.8,60.3,12,0,0,0,4,90,29,6,0,49,8,156,108,1.96,2.8,0,3
Michael Hawkins Jr.,184595,QB,OKLAHOMA,7,55,20,1,6.9,20,1,122,0,0,9,87,81.5,12,15,261,5,8,33.5,61.9,83.5,61.5,,,59.5,60,48,1,0,0,0,119,166,24,0,31,1,288,220,4,5.2,,12
Rahmir Johnson,101655,HB,NEBRASKA,10,54,10,2,15.4,40,0,260,0,5,10,133,49.3,7,13,238,1,21,65.2,71.4,17.5,,21.6,69.8,75.5,74.5,22,1,179,21,97,71,0,0,26,75,1,260,133,2.46,4.8,1.85,33
Chris Davis Jr.,188861,HB,STANFORD,11,54,7,3,34.9,99,0,284,0,2,7,165,48.2,5,4,300,1,33,61.1,66.4,82.5,,68.2,55.2,70.6,43.6,47,2,11,3,42,101,0,0,4,57,0,284,165,3.06,5.3,0.26,15
Terry Wilkins,121829,HB,MIDDLE TN,12,54,14,2,18.7,40,1,214,1,5,14,184,96.6,6,11,224,2,21,42.4,67.4,82.5,,64,67.6,66.3,56,23,1,69,13,67,66,0,0,15,67,1,214,184,3.41,4,1.03,29
Jordan Lyle,189441,HB,MIAMI FL,11,54,14,3,42.5,170,0,400,0,1,14,235,112.5,9,17,220,0,32,83,83.4,0,,83.7,61.2,84.8,51.7,91,1,19,4,41,60,0,0,4,58,4,400,235,4.35,7.4,0.46,22
Byrum Brown,156206,QB,USF,6,54,15,4,26.4,94,0,252,0,0,12,170,137.7,13,16,327,2,16,66,67,84,61.5,,78.4,67.2,60.1,42,1,12,1,2,142,104,16,1,39,3,356,238,4.41,6.6,6,11
Salahadin Allah,191210,HB,OREGON ST,12,54,15,3,22.1,58,0,262,0,0,15,205,101.7,7,10,265,0,19,83,65,0,,74.2,54,67,58.4,21,1,6,2,37,62,0,0,2,56,1,262,205,3.8,4.9,0.16,35
EJ Smith,131782,HB,TEXAS A&M,12,54,9,1,8.2,17,0,207,0,5,9,131,54.8,5,12,312,0,27,84.3,65.7,81.6,,60.6,60.7,66.9,57.2,17,0,66,8,72,63,0,0,9,62,0,207,131,2.43,3.8,0.92,27
Jeremy Payne,183837,HB,TCU,11,53,12,3,32.8,78,0,238,0,9,12,124,74.4,4,15,305,0,26,82.7,74.5,82.2,,17,71.1,76,83.2,32,0,100,13,103,64,0,0,14,66,3,238,124,2.34,4.5,0.97,25
Jordan Brunson,123342,HB,MIAMI OH,10,53,1,3,44.8,134,0,299,0,0,1,186,6.5,5,14,221,1,5,59.8,74.7,75.3,,78.5,61.1,71.8,60,75,0,3,1,3,54,0,0,1,54,4,299,186,3.51,5.6,1,48
Ty Thompson,146568,QB,TULANE,12,53,7,2,25.8,67,0,238,0,0,5,148,30.8,7,21,319,1,33,64,65.8,81.1,43,,53.9,76.9,60.1,50,0,0,0,4,110,22,4,0,49,6,260,158,2.98,4.9,0,8
Elijah Jackson-Anderson,157474,HB,E MICHIGAN,8,53,7,2,28,58,0,207,0,1,7,149,39.5,3,8,160,1,22,60.5,65.5,81.4,,60.9,61.1,64.9,70.7,36,0,64,4,56,68,0,0,4,57,2,207,149,2.81,3.9,1.14,31
Jamal Roberts,175912,HB,MISSOURI,13,53,9,0,0,0,0,213,0,1,9,137,44.6,2,19,229,1,16,61.1,71.7,83.7,,69.5,54.7,76.9,47.2,14,0,21,5,76,75,0,0,8,58,3,213,137,2.58,4,0.28,37
Jordan McDonald,158449,HB,BOSTON COL,6,53,10,5,39.3,142,0,361,0,3,10,257,108.7,13,20,121,0,42,82.5,84.8,80.2,,24.5,63.5,83.8,60,41,0,29,5,18,54,0,0,5,58,3,361,257,4.85,6.8,1.61,10
Ca'Lil Valentine,183515,HB,ILLINOIS,12,53,7,4,33.8,69,0,204,1,0,7,142,32.3,5,11,187,0,23,82.7,71.2,79.7,,26.4,52.8,73.5,57.9,22,0,30,5,35,58,0,0,8,58,1,204,142,2.68,3.8,0.86,29
Fernando Mendoza,158323,QB,CAL,11,52,8,2,12.3,41,0,90,0,0,0,22,0,12,21,130,3,12,62.3,77.4,71.5,75.7,,54.1,66.3,60.2,50,4,9,0,1,262,244,28,0,24,2,334,156,3,6.4,9,2
Tahj Bullock,144070,QB,AKRON,12,52,9,1,9.1,15,0,153,3,1,9,87,28,2,18,102,4,20,32.5,70.8,84.1,70.3,,54.4,73,61.2,15,0,63,10,47,110,12,1,16,61,8,165,104,2,3.2,1.34,22
Chandler Morris,122938,QB,N TEXAS,12,52,13,3,18.4,54,0,54,0,0,7,36,57.1,11,15,251,2,3,76.1,78.9,89.7,75.8,,55.9,69.4,60.2,49,0,0,0,1,286,240,31,0,21,4,294,117,2.25,5.7,0,4
Joseph Himon II,162843,HB,NWESTERN,12,52,14,6,64.6,166,0,257,0,3,14,237,115.6,10,10,256,0,16,83.6,66.1,25,,34.9,59.8,72.5,53,51,1,96,15,132,78,0,0,18,67,2,257,237,4.56,4.9,0.73,36
Damari Alston,157037,HB,AUBURN,12,52,12,4,34.6,92,0,266,0,2,12,160,74.3,7,15,115,2,26,39.1,70.5,81.7,,81.1,68,69.2,58.6,29,0,53,6,61,75,0,0,6,58,3,266,160,3.08,5.1,0.87,26
Kam Davis,183297,HB,FLORIDA ST,9,51,9,1,9,16,0,177,1,1,9,172,63.6,5,8,167,1,17,60.1,66.6,80.9,,39.5,46.4,68.9,70.1,16,0,21,2,41,63,0,0,4,53,0,177,172,3.37,3.5,0.51,34
Savion Williams,123101,WR,TCU,12,51,22,7,50.6,163,0,322,8,18,22,215,151.9,11,20,305,1,36,68.4,78.9,86.8,70.2,,70.2,90.5,54.3,35,0,611,60,291,219,0,0,83,111,6,322,215,4.22,6.3,2.1,13
Myles Bailey,145722,HB,C MICHIGAN,11,51,7,5,44.1,128,0,290,1,0,7,192,42.5,5,17,134,0,22,82.5,75.9,81.3,55.3,84.9,58.6,78.1,66.8,35,0,62,11,52,63,0,0,12,62,3,290,192,3.76,5.7,1.19,28
Kyle McCord,145053,QB,SYRACUSE,13,51,2,1,18.7,29,0,34,0,0,0,13,0,5,23,304,6,1,58.6,90.5,83.7,87.5,,56,77.4,60.8,29,1,0,0,2,351,121,15,0,36,3,155,81,1.59,3,0,1
Kevin Davis,130517,HB,MIAMI OH,14,51,4,3,51.8,177,0,342,2,1,4,117,14.5,7,15,221,1,11,60.2,73.6,82.7,,54.6,68.4,75.3,58.2,97,0,229,28,126,75,0,0,38,79,4,342,117,2.29,6.7,1.82,38
Sawyer Robertson,146839,QB,BAYLOR,12,51,9,2,19.4,65,0,139,0,0,6,104,79.6,10,19,118,2,3,60.9,78.1,72.4,74.8,,,70.8,60.1,45,3,0,0,0,364,196,23,0,28,4,335,194,3.8,6.6,,12
Myles Montgomery,144232,HB,UCF,10,51,13,3,21.5,63,0,293,0,2,13,179,97.5,8,18,323,0,10,82.7,75.1,79.8,,26.1,61.4,76,79.8,25,0,66,3,45,73,0,0,4,54,3,293,179,3.51,5.7,1.47,41
Stone Earle,123504,QB,MARSHALL,8,51,6,2,12.3,31,0,172,0,0,5,68,24.8,10,17,214,3,11,43.5,58,63.5,55.2,62.2,,62.8,60,16,3,0,0,0,116,80,14,0,37,0,252,103,2.02,4.9,,12
Anderson Castle,122234,HB,APP STATE,9,50,19,4,28.1,70,0,249,0,2,19,188,125.3,11,18,108,0,8,82.5,82.9,82.4,,31.1,74.8,86.9,58.8,21,0,88,13,54,58,0,0,15,63,1,249,188,3.76,5,1.63,42
Darian Mensah,169984,QB,TULANE,13,50,7,0,0,0,0,29,0,0,1,17,5.2,10,21,319,7,1,33.8,82.1,89.1,81.4,,49.3,62.7,60.1,22,2,0,0,4,405,221,32,0,18,1,250,83,1.66,5,0,0
Caleb Komolafe,176513,HB,NWESTERN,10,50,14,1,12.2,17,0,139,0,0,14,118,63.5,3,8,256,1,12,60.1,57.7,81.8,,26.2,53.1,61.7,57.5,17,0,8,2,66,63,0,0,2,52,0,139,118,2.36,2.8,0.12,37
Don Chaney Jr.,122207,HB,LOUISVILLE,11,50,1,2,29.8,53,0,178,2,4,1,128,22.9,3,11,210,0,21,82.3,61.7,82.3,,33.1,51.3,66,52.7,27,0,62,6,81,60,0,0,13,56,3,178,128,2.56,3.6,0.77,27
Jase Bauer,145714,QB,SM HOUSTON,7,49,2,4,36,73,0,141,0,0,2,84,11.9,9,11,281,2,16,63,68.8,81.5,71.1,,57.4,60.4,60,25,0,1,1,1,115,62,12,1,38,0,203,113,2.31,4.1,1,6
Xavier Robinson,184603,HB,OKLAHOMA,7,49,7,2,24.9,58,0,233,1,3,7,181,59.6,5,17,261,0,27,82.1,75.4,80.3,,20.7,75.2,74.6,69.9,40,0,119,13,42,81,0,0,14,62,4,233,181,3.69,4.8,2.83,20
Donovan Smith,73929,QB,HOUSTON,9,49,10,2,22.7,56,0,168,0,0,5,84,32.4,9,20,182,2,18,65.6,60.5,48.6,53,,,70.6,60,37,5,0,0,0,136,79,13,0,36,3,247,147,3,5,,8
Jacurri Brown,156344,QB,UCF,9,49,16,6,44.1,188,0,316,0,0,11,129,115.8,11,20,323,3,19,46.5,65.3,33,48.9,,,78.2,60,67,3,0,0,0,118,110,14,0,35,4,426,202,4.12,8.7,,11
Carson Beck,124010,QB,GEORGIA,13,49,5,0,0,0,1,7,0,0,1,15,2.8,8,14,173,8,1,41.9,81.2,73.6,80.2,,,62.2,60,14,11,0,0,0,317,190,26,0,23,1,197,57,1.16,4,,2
James Peoples,183706,HB,OHIO STATE,8,49,13,1,9.1,18,0,197,0,0,13,148,78.5,4,11,260,0,14,82.3,74.5,78.9,,31.8,52.6,75.8,60,18,0,-2,1,32,55,0,0,2,50,2,197,148,3.02,4,-0.06,35
Max Brosmer,105568,QB,MINNESOTA,13,49,3,0,0,0,0,15,0,0,0,15,0,1,18,225,4,4,63.8,84,81.3,84.2,,53.4,59.1,60.4,28,1,0,0,2,339,119,25,0,24,5,134,83,1.69,2.7,0,0
Jacolby Criswell,122830,QB,N CAROLINA,12,48,11,1,5.5,15,1,45,0,0,1,33,14.7,10,22,245,5,2,52.9,69.1,79.6,66.2,,51.4,67.8,60.2,20,3,-2,0,3,315,227,33,0,15,3,272,144,3,5.7,-0.67,3
Terron Kellman,158048,HB,CHARLOTTE,8,48,14,4,40.9,99,0,242,0,0,14,122,72.6,8,12,136,0,32,82.2,71.6,79.7,,36.2,53.3,74.4,60,41,0,8,1,32,51,0,0,2,49,0,242,122,2.54,5,0.25,16
Jalen Berger,129914,HB,UCLA,8,48,6,1,10.1,18,0,178,0,3,6,119,38.5,4,10,324,0,20,82.1,67,80.1,,37.9,72.1,66.3,60,18,0,59,10,59,52,0,0,13,58,0,178,119,2.48,3.7,1,27
Gevani McCoy,147609,QB,OREGON ST,10,48,16,5,25.6,103,0,133,0,0,5,55,62.4,13,21,265,8,1,35,68.7,75.1,66.7,,51.6,63,60.1,71,1,0,0,2,268,270,27,0,21,5,403,208,4.33,8.4,0,12
Bryce Archie,156667,QB,USF,12,48,7,4,37,95,0,177,0,0,4,65,27.1,8,13,327,3,13,50.6,62.4,87.4,60.1,62.2,47.7,63.6,60.1,35,1,0,0,1,233,80,17,0,31,2,257,118,2.46,5.4,0,8
Josh Holst,171312,QB,N ILLINOIS,7,48,2,4,35,93,0,135,0,0,1,63,8.6,8,10,254,3,9,64.4,56.3,83.1,49.2,,77,65.4,60.1,36,0,0,0,1,129,131,21,0,27,1,266,112,2.33,5.5,0,9
Isaac Wilson,183872,QB,UTAH,9,48,7,1,8.8,15,0,40,0,0,2,45,10.7,5,8,328,6,7,34.9,49.9,86.2,51.3,62.2,,49.4,60.2,48,0,0,0,0,217,130,19,0,29,0,170,92,1.92,3.5,,12
KJ Jefferson,99129,QB,UCF,5,48,15,2,16.5,44,0,196,0,0,7,113,54.8,10,17,323,3,21,53.9,69.7,51.6,64.9,,,69.9,60.2,23,2,0,0,0,199,71,10,0,38,2,267,172,3.58,5.6,,11
Danny O'Neil,184200,QB,S DIEGO ST,11,48,8,2,24.2,62,0,101,0,0,4,28,28,8,11,284,5,7,58.8,69.8,88.8,73.4,62.2,59.5,45.5,60.2,34,3,0,0,1,319,155,28,1,20,1,256,88,1.83,5.3,0,9
Cade Harris,157896,HB,AIR FORCE,12,48,10,4,33.3,93,0,279,2,1,10,160,51.6,10,15,101,0,2,83,72,86.5,,65.5,67.2,77.2,66.3,30,1,363,23,147,428,0,0,41,71,4,279,160,3.33,5.8,2.47,12
Jimmy Holiday,124281,WR,LA TECH,13,47,10,2,25.9,48,0,183,6,10,10,131,68.5,3,13,208,0,31,81.6,66,67.4,73.1,,63.9,67.6,56.9,29,1,481,40,294,265,2,2,62,85,4,185,133,2.83,3.9,1.64,6
Keyjuan Brown,174695,HB,LOUISVILLE,11,47,15,2,18.9,46,0,243,0,2,15,177,123.1,7,14,210,0,18,81.9,74.6,81.1,,34.5,62,75.8,72.1,24,0,53,5,49,53,0,0,7,52,3,243,177,3.77,5.2,1.08,29
Keegan Jones,100594,HB,UCLA,12,47,12,2,21.8,39,0,179,2,8,12,137,88.3,5,6,324,0,15,82.6,65.1,82.1,,26.5,63.3,69.4,43.6,22,0,201,19,99,57,0,0,23,66,1,179,137,2.91,3.8,2.03,26
Quinton Jackson,163001,HB,RICE,11,47,12,6,52.7,148,0,281,1,2,12,160,82.2,9,12,275,0,9,83,71.5,81.4,58.9,32.5,58.3,77.5,59.5,45,0,66,11,83,55,0,0,15,58,1,281,160,3.4,6,0.8,37
Shomari Lawrence,141839,HB,FIU,8,47,9,1,8.5,15,0,177,0,1,9,143,63.4,4,8,166,0,29,82,71.6,81.6,,40,52,76.4,53,15,0,1,1,49,70,0,0,2,48,1,177,143,3.04,3.8,0.02,17
