Player,Tm,Tgt20,Rec20,Ctch%20,Yds20,TD20,%Tgt20,Tgt10,Rec10,Ctch%10,Yds10,TD10,%Tgt10,Link
Damiere Byrd,ARI,3,3,100.00%,17,1,4.30%,1,1,100.00%,3,1,3.10%,All Damiere Byrd red zone receiving plays
Keke Coutee,HOU,3,2,66.67%,12,0,4.80%,1,0,0.00%,0,0,4.20%,All Keke Coutee red zone receiving plays
Corey Davis,TEN,3,2,66.67%,13,1,6.40%,2,2,100.00%,13,1,10.00%,All Corey Davis red zone receiving plays
Vernon Davis,WAS,3,2,66.67%,11,0,4.80%,1,0,0.00%,0,0,3.10%,All Vernon Davis red zone receiving plays
Ross Dwelley,SFO,3,3,100.00%,15,2,4.20%,2,2,100.00%,9,2,5.10%,All Ross Dwelley red zone receiving plays
Taylor Gabriel,CHI,3,2,66.67%,4,2,4.50%,2,2,100.00%,4,2,6.10%,All Taylor Gabriel red zone receiving plays
Wayne Gallman,NYG,3,3,100.00%,22,1,4.50%,1,1,100.00%,6,1,3.70%,All Wayne Gallman red zone receiving plays
Rashard Higgins,CLE,3,1,33.33%,7,1,4.30%,2,1,50.00%,7,1,5.40%,All Rashard Higgins red zone receiving plays
Brian Hill,ATL,3,1,33.33%,10,1,3.80%,1,1,100.00%,10,1,3.10%,All Brian Hill red zone receiving plays
Justice Hill,BAL,3,3,100.00%,25,0,4.80%,0,0,,0,0,0.00%,All Justice Hill red zone receiving plays
Jesper Horsted,CHI,3,2,66.67%,22,1,4.50%,1,1,100.00%,4,0,3.00%,All Jesper Horsted red zone receiving plays
Adam Humphries,TEN,3,1,33.33%,13,1,6.40%,2,0,0.00%,0,0,10.00%,All Adam Humphries red zone receiving plays
Justin Jackson,LAC,3,2,66.67%,9,0,4.10%,1,0,0.00%,0,0,2.90%,All Justin Jackson red zone receiving plays
Marcus Johnson,IND,3,2,66.67%,3,1,4.50%,2,2,100.00%,3,1,6.70%,All Marcus Johnson red zone receiving plays
Tyler Kroft,BUF,3,2,66.67%,20,1,6.30%,1,0,0.00%,0,0,4.80%,All Tyler Kroft red zone receiving plays
Matt LaCosse,NWE,3,1,33.33%,8,1,3.50%,1,1,100.00%,8,1,2.40%,All Matt LaCosse red zone receiving plays
Allen Lazard,GNB,3,2,66.67%,11,0,4.10%,3,2,66.67%,11,0,9.10%,All Allen Lazard red zone receiving plays
Sony Michel,NWE,3,0,0.00%,0,0,3.50%,2,0,0.00%,0,0,4.90%,All Sony Michel red zone receiving plays
Raheem Mostert,SFO,3,2,66.67%,18,0,4.20%,0,0,,0,0,0.00%,All Raheem Mostert red zone receiving plays
Nick O'Leary,JAX,3,1,33.33%,12,1,5.10%,1,0,0.00%,0,0,3.00%,All Nick O'Leary red zone receiving plays
Dante Pettis,SFO,3,2,66.67%,17,1,4.20%,2,1,50.00%,5,1,5.10%,All Dante Pettis red zone receiving plays
Kalif Raymond,TEN,3,3,100.00%,16,0,6.40%,0,0,,0,0,0.00%,All Kalif Raymond red zone receiving plays
Jalen Richard,OAK,3,2,66.67%,9,0,5.00%,0,0,,0,0,0.00%,All Jalen Richard red zone receiving plays
Adam Shaheen,CHI,3,0,0.00%,0,0,4.50%,2,0,0.00%,0,0,6.10%,All Adam Shaheen red zone receiving plays
Tajae Sharpe,TEN,3,3,100.00%,18,3,6.40%,3,3,100.00%,18,3,15.00%,All Tajae Sharpe red zone receiving plays
Russell Shepard,NYG,3,1,33.33%,6,0,4.50%,1,0,0.00%,0,0,3.70%,All Russell Shepard red zone receiving plays
Trent Sherfield,ARI,3,0,0.00%,0,0,4.30%,1,0,0.00%,0,0,3.10%,All Trent Sherfield red zone receiving plays
Vyncint Smith,NYJ,3,1,33.33%,5,0,6.10%,0,0,,0,0,0.00%,All Vyncint Smith red zone receiving plays
Ben Watson,NWE,3,3,100.00%,6,0,3.50%,2,2,100.00%,0,0,4.90%,All Ben Watson red zone receiving plays
Maxx Williams,ARI,3,2,66.67%,19,0,4.30%,1,0,0.00%,0,0,3.10%,All Maxx Williams red zone receiving plays
Jarius Wright,CAR,3,1,33.33%,6,0,4.90%,1,0,0.00%,0,0,3.30%,All Jarius Wright red zone receiving plays
Ameer Abdullah,MIN,2,1,50.00%,16,1,4.10%,0,0,,0,0,0.00%,All Ameer Abdullah red zone receiving plays
Peyton Barber,TAM,2,2,100.00%,14,1,3.10%,2,2,100.00%,14,1,5.30%,All Peyton Barber red zone receiving plays
Andrew Beck,DEN,2,2,100.00%,2,1,2.90%,1,1,100.00%,1,1,3.40%,All Andrew Beck red zone receiving plays
Travis Benjamin,LAC,2,1,50.00%,0,0,2.70%,1,1,100.00%,0,0,2.90%,All Travis Benjamin red zone receiving plays
Matt Breida,SFO,2,2,100.00%,20,1,2.80%,1,1,100.00%,5,1,2.60%,All Matt Breida red zone receiving plays
Trey Burton,CHI,2,0,0.00%,0,0,3.00%,2,0,0.00%,0,0,6.10%,All Trey Burton red zone receiving plays
Chris Carson,SEA,2,2,100.00%,15,2,2.50%,2,2,100.00%,15,2,6.30%,All Chris Carson red zone receiving plays
DeAndre Carter,HOU,2,2,100.00%,12,0,3.20%,1,1,100.00%,6,0,4.20%,All DeAndre Carter red zone receiving plays
Dalvin Cook,MIN,2,2,100.00%,3,0,4.10%,0,0,,0,0,0.00%,All Dalvin Cook red zone receiving plays
Mike Davis,CHI,2,1,50.00%,5,0,3.00%,0,0,,0,0,0.00%,All Mike Davis red zone receiving plays
Rhett Ellison,NYG,2,1,50.00%,3,0,3.00%,1,0,0.00%,0,0,3.70%,All Rhett Ellison red zone receiving plays
Myles Gaskin,MIA,2,1,50.00%,0,0,2.80%,1,1,100.00%,0,0,4.80%,All Myles Gaskin red zone receiving plays
Ryan Grant,OAK,2,1,50.00%,2,0,3.30%,1,0,0.00%,0,0,3.60%,All Ryan Grant red zone receiving plays
Virgil Green,LAC,2,1,50.00%,14,1,2.70%,0,0,,0,0,0.00%,All Virgil Green red zone receiving plays
Justin Hardy,ATL,2,2,100.00%,5,0,2.60%,0,0,,0,0,0.00%,All Justin Hardy red zone receiving plays
Tanner Hudson,TAM,2,0,0.00%,0,0,3.10%,2,0,0.00%,0,0,5.30%,All Tanner Hudson red zone receiving plays
Kareem Hunt,CLE,2,1,50.00%,15,1,2.90%,0,0,,0,0,0.00%,All Kareem Hunt red zone receiving plays
Alec Ingold,OAK,2,2,100.00%,8,1,3.30%,1,1,100.00%,9,1,3.60%,All Alec Ingold red zone receiving plays
Josh Jacobs,OAK,2,1,50.00%,4,0,3.30%,2,1,50.00%,4,0,7.10%,All Josh Jacobs red zone receiving plays
Jesse James,DET,2,2,100.00%,11,0,3.30%,1,1,100.00%,3,0,2.60%,All Jesse James red zone receiving plays
Blake Jarwin,DAL,2,1,50.00%,1,1,3.40%,1,1,100.00%,1,1,5.00%,All Blake Jarwin red zone receiving plays
Tevin Jones,PIT,2,0,0.00%,0,0,4.50%,2,0,0.00%,0,0,13.30%,All Tevin Jones red zone receiving plays
Jake Kumerow,GNB,2,1,50.00%,9,0,2.70%,2,1,50.00%,9,0,6.10%,All Jake Kumerow red zone receiving plays
Marcedes Lewis,GNB,2,1,50.00%,1,1,2.70%,1,1,100.00%,1,1,3.00%,All Marcedes Lewis red zone receiving plays
J.D. McKissic,DET,2,1,50.00%,3,0,3.30%,1,0,0.00%,0,0,2.60%,All J.D. McKissic red zone receiving plays
Donte Moncrief,PIT,2,0,0.00%,0,0,4.50%,1,0,0.00%,0,0,6.70%,All Donte Moncrief red zone receiving plays
David Montgomery,CHI,2,2,100.00%,6,1,3.00%,1,1,100.00%,3,1,3.00%,All David Montgomery red zone receiving plays
Stanley Morgan,CIN,2,1,50.00%,3,0,2.70%,2,1,50.00%,3,0,5.60%,All Stanley Morgan red zone receiving plays
David Njoku,CLE,2,1,50.00%,3,1,2.90%,2,1,50.00%,3,1,5.40%,All David Njoku red zone receiving plays
Rashaad Penny,SEA,2,1,50.00%,13,1,2.50%,0,0,,0,0,0.00%,All Rashaad Penny red zone receiving plays
Breshad Perriman,TAM,2,2,100.00%,27,2,3.10%,0,0,,0,0,0.00%,All Breshad Perriman red zone receiving plays
Adrian Peterson,WAS,2,2,100.00%,20,0,3.20%,1,1,100.00%,7,0,3.10%,All Adrian Peterson red zone receiving plays
Bilal Powell,NYJ,2,1,50.00%,5,0,4.10%,0,0,,0,0,0.00%,All Bilal Powell red zone receiving plays
Byron Pringle,KAN,2,2,100.00%,17,0,3.20%,0,0,,0,0,0.00%,All Byron Pringle red zone receiving plays
MyCole Pruitt,TEN,2,1,50.00%,1,1,4.30%,2,1,50.00%,1,1,10.00%,All MyCole Pruitt red zone receiving plays
Seth Roberts,BAL,2,1,50.00%,15,1,3.20%,0,0,,0,0,0.00%,All Seth Roberts red zone receiving plays
John Ross,CIN,2,2,100.00%,15,0,2.70%,1,1,100.00%,7,0,2.80%,All John Ross red zone receiving plays
Darrius Shepherd,GNB,2,1,50.00%,1,0,2.70%,1,1,100.00%,1,0,3.00%,All Darrius Shepherd red zone receiving plays
Devin Smith,DAL,2,0,0.00%,0,0,3.40%,2,0,0.00%,0,0,10.00%,All Devin Smith red zone receiving plays
Ito Smith,ATL,2,2,100.00%,15,0,2.60%,0,0,,0,0,0.00%,All Ito Smith red zone receiving plays
Darren Sproles,PHI,2,2,100.00%,9,0,2.90%,0,0,,0,0,0.00%,All Darren Sproles red zone receiving plays
Luke Stocker,ATL,2,1,50.00%,2,0,2.60%,2,1,50.00%,2,0,6.30%,All Luke Stocker red zone receiving plays
Tommy Sweeney,BUF,2,2,100.00%,7,0,4.20%,0,0,,0,0,0.00%,All Tommy Sweeney red zone receiving plays
Ian Thomas,CAR,2,2,100.00%,5,1,3.30%,2,2,100.00%,5,1,6.70%,All Ian Thomas red zone receiving plays
Robert Tonyan,GNB,2,2,100.00%,23,1,2.70%,0,0,,0,0,0.00%,All Robert Tonyan red zone receiving plays
Malik Turner,SEA,2,1,50.00%,6,0,2.50%,0,0,,0,0,0.00%,All Malik Turner red zone receiving plays
Nick Vannett,PIT,2,1,50.00%,7,0,4.50%,1,0,0.00%,0,0,6.70%,All Nick Vannett red zone receiving plays
Spencer Ware,KAN,2,1,50.00%,3,0,3.20%,1,1,100.00%,3,0,3.40%,All Spencer Ware red zone receiving plays
James Washington,PIT,2,2,100.00%,16,1,4.50%,1,1,100.00%,3,1,6.70%,All James Washington red zone receiving plays
Darrel Williams,KAN,2,2,100.00%,14,1,3.20%,1,1,100.00%,3,1,3.40%,All Darrel Williams red zone receiving plays
Mo Alie-Cox,IND,1,0,0.00%,0,0,1.50%,1,0,0.00%,0,0,3.30%,All Mo Alie-Cox red zone receiving plays
Javorius Allen,NYG,1,0,0.00%,0,0,1.50%,0,0,,0,0,0.00%,All Javorius Allen red zone receiving plays
Alex Armah,CAR,1,1,100.00%,4,0,1.60%,0,0,,0,0,0.00%,All Alex Armah red zone receiving plays
Marcell Ateman,OAK,1,0,0.00%,0,0,1.70%,1,0,0.00%,0,0,3.60%,All Marcell Ateman red zone receiving plays
Antony Auclair,TAM,1,0,0.00%,0,0,1.60%,0,0,,0,0,0.00%,All Antony Auclair red zone receiving plays
Tavon Austin,DAL,1,0,0.00%,0,0,1.70%,1,0,0.00%,0,0,5.00%,All Tavon Austin red zone receiving plays
Nick Bawden,DET,1,0,0.00%,0,0,1.70%,1,0,0.00%,0,0,2.60%,All Nick Bawden red zone receiving plays
Nick Bellore,SEA,1,1,100.00%,3,1,1.20%,1,1,100.00%,3,1,3.10%,All Nick Bellore red zone receiving plays
Christian Blake,ATL,1,0,0.00%,0,0,1.30%,1,0,0.00%,0,0,3.10%,All Christian Blake red zone receiving plays
Khari Blasingame,TEN,1,1,100.00%,0,0,2.10%,1,1,100.00%,0,0,5.00%,All Khari Blasingame red zone receiving plays
David Blough,DET,1,1,100.00%,19,1,1.70%,0,0,,0,0,0.00%,All David Blough red zone receiving plays
Devontae Booker,DEN,1,1,100.00%,-1,0,1.50%,0,0,,0,0,0.00%,All Devontae Booker red zone receiving plays
Mike Boone,MIN,1,1,100.00%,7,0,2.00%,0,0,,0,0,0.00%,All Mike Boone red zone receiving plays
Ben Braunecker,CHI,1,1,100.00%,18,1,1.50%,0,0,,0,0,0.00%,All Ben Braunecker red zone receiving plays
Jacoby Brissett,IND,1,1,100.00%,2,0,1.50%,1,1,100.00%,2,0,3.30%,All Jacoby Brissett red zone receiving plays
Daniel Brown,NYJ,1,0,0.00%,0,0,2.00%,0,0,,0,0,0.00%,All Daniel Brown red zone receiving plays
Pharaoh Brown,CLE,1,1,100.00%,9,0,1.40%,0,0,,0,0,0.00%,All Pharaoh Brown red zone receiving plays
Ventell Bryant,DAL,1,1,100.00%,15,1,1.70%,0,0,,0,0,0.00%,All Ventell Bryant red zone receiving plays
Michael Burton,WAS,1,0,0.00%,0,0,1.60%,1,0,0.00%,0,0,3.10%,All Michael Burton red zone receiving plays
Deon Cain,IND,1,0,0.00%,0,0,1.50%,1,0,0.00%,0,0,3.30%,All Deon Cain red zone receiving plays
Stephen Carlson,CLE,1,1,100.00%,8,1,1.40%,1,1,100.00%,8,1,2.70%,All Stephen Carlson red zone receiving plays
Cethan Carter,CIN,1,1,100.00%,8,1,1.40%,1,1,100.00%,8,1,2.80%,All Cethan Carter red zone receiving plays
Michael Crabtree,ARI,1,1,100.00%,4,0,1.40%,1,1,100.00%,4,0,3.10%,All Michael Crabtree red zone receiving plays
Sean Culkin,LAC,1,1,100.00%,12,0,1.40%,0,0,,0,0,0.00%,All Sean Culkin red zone receiving plays
Trevor Davis,OAK,1,1,100.00%,2,0,1.70%,1,1,100.00%,2,0,3.60%,All Trevor Davis red zone receiving plays
Dion Dawkins,BUF,1,1,100.00%,1,1,2.10%,1,1,100.00%,1,1,4.80%,All Dion Dawkins red zone receiving plays
Keelan Doss,OAK,1,1,100.00%,4,0,1.70%,0,0,,0,0,0.00%,All Keelan Doss red zone receiving plays
Gus Edwards,BAL,1,1,100.00%,6,0,1.60%,0,0,,0,0,0.00%,All Gus Edwards red zone receiving plays
George Fant,SEA,1,0,0.00%,0,0,1.20%,0,0,,0,0,0.00%,All George Fant red zone receiving plays
Robert Foster,BUF,1,0,0.00%,0,0,2.10%,0,0,,0,0,0.00%,All Robert Foster red zone receiving plays
Troy Fumagalli,DEN,1,1,100.00%,3,1,1.50%,1,1,100.00%,3,1,3.40%,All Troy Fumagalli red zone receiving plays
Devin Funchess,IND,1,0,0.00%,0,0,1.50%,0,0,,0,0,0.00%,All Devin Funchess red zone receiving plays
Jaeden Graham,ATL,1,1,100.00%,18,1,1.30%,0,0,,0,0,0.00%,All Jaeden Graham red zone receiving plays
Jakeem Grant,MIA,1,1,100.00%,11,0,1.40%,0,0,,0,0,0.00%,All Jakeem Grant red zone receiving plays
Derrius Guice,WAS,1,1,100.00%,4,0,1.60%,0,0,,0,0,0.00%,All Derrius Guice red zone receiving plays
Derrick Henry,TEN,1,1,100.00%,6,0,2.10%,0,0,,0,0,0.00%,All Derrick Henry red zone receiving plays
Dontrell Hilliard,CLE,1,0,0.00%,0,0,1.40%,1,0,0.00%,0,0,2.70%,All Dontrell Hilliard red zone receiving plays
KhaDarel Hodge,CLE,1,0,0.00%,0,0,1.40%,1,0,0.00%,0,0,2.70%,All KhaDarel Hodge red zone receiving plays
Chris Hogan,CAR,1,0,0.00%,0,0,1.60%,1,0,0.00%,0,0,3.30%,All Chris Hogan red zone receiving plays
Alexander Hollins,MIN,1,0,0.00%,0,0,2.00%,0,0,,0,0,0.00%,All Alexander Hollins red zone receiving plays
Travis Homer,SEA,1,1,100.00%,10,0,1.20%,0,0,,0,0,0.00%,All Travis Homer red zone receiving plays
Jordan Howard,PHI,1,1,100.00%,6,0,1.40%,0,0,,0,0,0.00%,All Jordan Howard red zone receiving plays
Dontrelle Inman,LAC,1,1,100.00%,5,0,1.40%,1,1,100.00%,5,0,2.90%,All Dontrelle Inman red zone receiving plays
Andy Isabella,ARI,1,0,0.00%,0,0,1.40%,1,0,0.00%,0,0,3.10%,All Andy Isabella red zone receiving plays
Ryan Izzo,NWE,1,1,100.00%,10,1,1.20%,1,1,100.00%,10,1,2.40%,All Ryan Izzo red zone receiving plays
Andy Janovich,DEN,1,1,100.00%,3,0,1.50%,0,0,,0,0,0.00%,All Andy Janovich red zone receiving plays
Darius Jennings,TEN,1,1,100.00%,11,0,2.10%,0,0,,0,0,0.00%,All Darius Jennings red zone receiving plays
Kerryon Johnson,DET,1,0,0.00%,0,0,1.70%,0,0,,0,0,0.00%,All Kerryon Johnson red zone receiving plays
Ty Johnson,DET,1,1,100.00%,1,0,1.70%,1,1,100.00%,1,0,2.60%,All Ty Johnson red zone receiving plays
T.J. Jones,NYG,1,1,100.00%,4,1,1.50%,1,1,100.00%,4,1,3.70%,All T.J. Jones red zone receiving plays
Dennis Kelly,TEN,1,1,100.00%,1,1,2.10%,1,1,100.00%,1,1,5.00%,All Dennis Kelly red zone receiving plays
Lance Kendricks,LAC,1,0,0.00%,0,0,1.40%,1,0,0.00%,0,0,2.90%,All Lance Kendricks red zone receiving plays
Chris Lacy,DET,1,0,0.00%,0,0,1.70%,1,0,0.00%,0,0,2.60%,All Chris Lacy red zone receiving plays
Marlon Mack,IND,1,1,100.00%,2,0,1.50%,0,0,,0,0,0.00%,All Marlon Mack red zone receiving plays
Scott Miller,TAM,1,1,100.00%,8,0,1.60%,1,1,100.00%,8,0,2.60%,All Scott Miller red zone receiving plays
Steven Mitchell,HOU,1,0,0.00%,0,0,1.60%,1,0,0.00%,0,0,4.20%,All Steven Mitchell red zone receiving plays
Ty Montgomery,NYJ,1,1,100.00%,3,0,2.00%,1,1,100.00%,3,0,5.60%,All Ty Montgomery red zone receiving plays
Isaac Nauta,DET,1,0,0.00%,0,0,1.70%,1,0,0.00%,0,0,2.60%,All Isaac Nauta red zone receiving plays
Roosevelt Nix,PIT,1,0,0.00%,0,0,2.30%,1,0,0.00%,0,0,6.70%,All Roosevelt Nix red zone receiving plays
Josh Oliver,JAX,1,1,100.00%,6,0,1.70%,1,1,100.00%,6,0,3.00%,All Josh Oliver red zone receiving plays
Senorise Perry,BUF,1,1,100.00%,1,0,2.10%,0,0,,0,0,0.00%,All Senorise Perry red zone receiving plays
Troymaine Pope,LAC,1,1,100.00%,13,1,1.40%,0,0,,0,0,0.00%,All Troymaine Pope red zone receiving plays
David Quessenberry,TEN,1,1,100.00%,1,1,2.10%,1,1,100.00%,1,1,5.00%,All David Quessenberry red zone receiving plays
Patrick Ricard,BAL,1,1,100.00%,1,1,1.60%,1,1,100.00%,1,1,3.30%,All Patrick Ricard red zone receiving plays
Jason Sanders,MIA,1,1,100.00%,1,1,1.40%,1,1,100.00%,1,1,4.80%,All Jason Sanders red zone receiving plays
Jaleel Scott,BAL,1,0,0.00%,0,0,1.60%,1,0,0.00%,0,0,3.30%,All Jaleel Scott red zone receiving plays
Anthony Sherman,KAN,1,1,100.00%,15,0,1.60%,0,0,,0,0,0.00%,All Anthony Sherman red zone receiving plays
Scott Simonson,NYG,1,1,100.00%,10,0,1.50%,0,0,,0,0,0.00%,All Scott Simonson red zone receiving plays
Lee Smith,BUF,1,1,100.00%,8,1,2.10%,1,1,100.00%,8,1,4.80%,All Lee Smith red zone receiving plays
Durham Smythe,MIA,1,0,0.00%,0,0,1.40%,0,0,,0,0,0.00%,All Durham Smythe red zone receiving plays
Jace Sternberger,GNB,1,0,0.00%,0,0,1.40%,0,0,,0,0,0.00%,All Jace Sternberger red zone receiving plays
Geoff Swaim,JAX,1,0,0.00%,0,0,1.70%,1,0,0.00%,0,0,3.00%,All Geoff Swaim red zone receiving plays
Jordan Thomas,HOU,1,0,0.00%,0,0,1.60%,1,0,0.00%,0,0,4.20%,All Jordan Thomas red zone receiving plays
Levine Toilolo,SFO,1,1,100.00%,2,0,1.40%,1,1,100.00%,2,0,2.60%,All Levine Toilolo red zone receiving plays
Ross Travis,IND,1,0,0.00%,0,0,1.50%,1,0,0.00%,0,0,3.30%,All Ross Travis red zone receiving plays
John Ursua,SEA,1,1,100.00%,11,0,1.20%,0,0,,0,0,0.00%,All John Ursua red zone receiving plays
Vita Vea,TAM,1,1,100.00%,1,1,1.60%,1,1,100.00%,1,1,2.60%,All Vita Vea red zone receiving plays
Danny Vitale,GNB,1,0,0.00%,0,0,1.40%,1,0,0.00%,0,0,3.00%,All Danny Vitale red zone receiving plays
Mark Walton,MIA,1,0,0.00%,0,0,1.40%,0,0,,0,0,0.00%,All Mark Walton red zone receiving plays
Deshaun Watson,HOU,1,1,100.00%,6,1,1.60%,1,1,100.00%,6,1,4.20%,All Deshaun Watson red zone receiving plays
Derek Watt,LAC,1,0,0.00%,0,0,1.40%,1,0,0.00%,0,0,2.90%,All Derek Watt red zone receiving plays
Trevon Wesco,NYJ,1,0,0.00%,0,0,2.00%,1,0,0.00%,0,0,5.60%,All Trevon Wesco red zone receiving plays
DeAndrew White,CAR,1,0,0.00%,0,0,1.60%,1,0,0.00%,0,0,3.30%,All DeAndrew White red zone receiving plays
Christian Wilkins,MIA,1,1,100.00%,1,1,1.40%,1,1,100.00%,1,1,4.80%,All Christian Wilkins red zone receiving plays
Jordan Wilkins,IND,1,0,0.00%,0,0,1.50%,0,0,,0,0,0.00%,All Jordan Wilkins red zone receiving plays
Duke Williams,BUF,1,1,100.00%,7,1,2.10%,1,1,100.00%,7,1,4.80%,All Duke Williams red zone receiving plays
Luke Willson,SEA,1,0,0.00%,0,0,1.20%,1,0,0.00%,0,0,3.10%,All Luke Willson red zone receiving plays
Jeff Wilson,SFO,1,0,0.00%,0,0,1.40%,1,0,0.00%,0,0,2.60%,All Jeff Wilson red zone receiving plays
T.J. Yeldon,BUF,1,0,0.00%,0,0,2.10%,0,0,,0,0,0.00%,All T.J. Yeldon red zone receiving plays
Brandon Zylstra,CAR,1,1,100.00%,3,0,1.60%,0,0,,0,0,0.00%,All Brandon Zylstra red zone receiving plays
