Player,Tm,Tgt20,Rec20,Ctch%20,Yds20,TD20,%Tgt20,Tgt10,Rec10,Ctch%10,Yds10,TD10,%Tgt10,Link
Richie James,SFO,3,2,66.67%,10,1,4.30%,2,2,100.00%,10,1,6.90%,All Richie James red zone receiving plays
Blake Jarwin,DAL,3,2,66.67%,32,2,4.50%,0,0,,0,0,0.00%,All Blake Jarwin red zone receiving plays
Aaron Jones,GNB,3,2,66.67%,9,0,5.30%,0,0,,0,0,0.00%,All Aaron Jones red zone receiving plays
T.J. Jones,DET,3,2,66.67%,17,1,4.30%,1,1,100.00%,5,1,3.60%,All T.J. Jones red zone receiving plays
Lance Kendricks,GNB,3,3,100.00%,11,1,5.30%,1,1,100.00%,1,1,4.50%,All Lance Kendricks red zone receiving plays
Jordan Leggett,NYJ,3,3,100.00%,12,1,6.00%,2,2,100.00%,4,1,13.30%,All Jordan Leggett red zone receiving plays
Phillip Lindsay,DEN,3,2,66.67%,9,0,5.10%,2,2,100.00%,9,0,5.90%,All Phillip Lindsay red zone receiving plays
Marlon Mack,IND,3,3,100.00%,3,0,3.40%,2,2,100.00%,11,0,4.70%,All Marlon Mack red zone receiving plays
Ty Montgomery,2TM,3,0,0.00%,0,0,,1,0,0.00%,0,0,,All Ty Montgomery red zone receiving plays
Jamize Olawale,DAL,3,1,33.33%,3,0,4.50%,1,0,0.00%,0,0,3.30%,All Jamize Olawale red zone receiving plays
Cordarrelle Patterson,NWE,3,1,33.33%,1,1,3.70%,2,1,50.00%,1,1,5.60%,All Cordarrelle Patterson red zone receiving plays
Adrian Peterson,WAS,3,2,66.67%,15,1,8.10%,2,2,100.00%,15,1,10.50%,All Adrian Peterson red zone receiving plays
Jalen Richard,OAK,3,2,66.67%,8,0,5.70%,2,1,50.00%,1,0,5.40%,All Jalen Richard red zone receiving plays
Dalton Schultz,DAL,3,1,33.33%,-1,0,4.50%,2,1,50.00%,-1,0,6.70%,All Dalton Schultz red zone receiving plays
Anthony Sherman,KAN,3,2,66.67%,14,0,3.30%,1,1,100.00%,-2,0,2.20%,All Anthony Sherman red zone receiving plays
Ito Smith,ATL,3,2,66.67%,16,0,4.30%,2,1,50.00%,8,0,5.30%,All Ito Smith red zone receiving plays
Torrey Smith,CAR,3,3,100.00%,14,2,4.80%,2,2,100.00%,6,2,6.30%,All Torrey Smith red zone receiving plays
Darren Sproles,PHI,3,1,33.33%,6,1,3.80%,3,1,33.33%,6,1,8.10%,All Darren Sproles red zone receiving plays
Auden Tate,CIN,3,1,33.33%,4,0,5.00%,1,0,0.00%,0,0,3.60%,All Auden Tate red zone receiving plays
James Washington,PIT,3,1,33.33%,14,1,3.60%,0,0,,0,0,0.00%,All James Washington red zone receiving plays
Shaun Wilson,TAM,3,1,33.33%,5,0,3.80%,0,0,,0,0,0.00%,All Shaun Wilson red zone receiving plays
Jordan Akins,HOU,2,0,0.00%,0,0,2.90%,1,0,0.00%,0,0,2.60%,All Jordan Akins red zone receiving plays
Danny Amendola,MIA,2,0,0.00%,0,0,5.10%,2,0,0.00%,0,0,11.10%,All Danny Amendola red zone receiving plays
C.J. Anderson,LAR,2,2,100.00%,2,0,2.20%,1,1,100.00%,-5,0,2.20%,All C.J. Anderson red zone receiving plays
Kalen Ballage,MIA,2,2,100.00%,-2,0,5.10%,0,0,,0,0,0.00%,All Kalen Ballage red zone receiving plays
Nick Bellore,DET,2,2,100.00%,0,0,2.90%,0,0,,0,0,0.00%,All Nick Bellore red zone receiving plays
Giovani Bernard,CIN,2,1,50.00%,14,0,3.30%,0,0,,0,0,0.00%,All Giovani Bernard red zone receiving plays
Ben Braunecker,CHI,2,0,0.00%,0,0,2.90%,0,0,,0,0,0.00%,All Ben Braunecker red zone receiving plays
Noah Brown,DAL,2,0,0.00%,0,0,3.00%,2,0,0.00%,0,0,6.70%,All Noah Brown red zone receiving plays
Jake Butt,DEN,2,0,0.00%,0,0,3.40%,0,0,,0,0,0.00%,All Jake Butt red zone receiving plays
Derek Carrier,OAK,2,1,50.00%,6,1,3.80%,2,1,50.00%,6,1,5.40%,All Derek Carrier red zone receiving plays
Garrett Celek,SFO,2,1,50.00%,11,1,2.90%,1,0,0.00%,0,0,3.40%,All Garrett Celek red zone receiving plays
Charles Clay,BUF,2,1,50.00%,5,0,5.40%,1,0,0.00%,0,0,9.10%,All Charles Clay red zone receiving plays
Corey Clement,PHI,2,2,100.00%,13,0,2.60%,1,1,100.00%,0,0,2.70%,All Corey Clement red zone receiving plays
Cody Core,CIN,2,1,50.00%,7,0,3.30%,0,0,,0,0,0.00%,All Cody Core red zone receiving plays
A.J. Derby,MIA,2,1,50.00%,19,1,5.10%,1,0,0.00%,0,0,5.60%,All A.J. Derby red zone receiving plays
Will Dissly,SEA,2,2,100.00%,17,2,3.60%,1,1,100.00%,2,1,3.30%,All Will Dissly red zone receiving plays
Tyler Eifert,CIN,2,1,50.00%,15,1,3.30%,0,0,,0,0,0.00%,All Tyler Eifert red zone receiving plays
Darren Fells,CLE,2,2,100.00%,7,2,3.70%,2,2,100.00%,7,2,8.70%,All Darren Fells red zone receiving plays
Michael Floyd,WAS,2,2,100.00%,16,1,5.40%,1,1,100.00%,7,1,5.30%,All Michael Floyd red zone receiving plays
Rico Gathers,DAL,2,0,0.00%,0,0,3.00%,1,0,0.00%,0,0,3.30%,All Rico Gathers red zone receiving plays
Corey Grant,JAX,2,2,100.00%,11,0,4.20%,1,1,100.00%,3,0,4.20%,All Corey Grant red zone receiving plays
Jakeem Grant,MIA,2,1,50.00%,18,1,5.10%,0,0,,0,0,0.00%,All Jakeem Grant red zone receiving plays
Jermaine Gresham,ARI,2,1,50.00%,11,0,4.50%,0,0,,0,0,0.00%,All Jermaine Gresham red zone receiving plays
David Grinnage,JAX,2,0,0.00%,0,0,4.20%,0,0,,0,0,0.00%,All David Grinnage red zone receiving plays
Marvin Hall,ATL,2,1,50.00%,7,0,2.90%,1,0,0.00%,0,0,2.60%,All Marvin Hall red zone receiving plays
Derrick Henry,TEN,2,2,100.00%,2,0,4.00%,0,0,,0,0,0.00%,All Derrick Henry red zone receiving plays
Andre Holmes,BUF,2,1,50.00%,3,0,5.40%,1,1,100.00%,3,0,9.10%,All Andre Holmes red zone receiving plays
Andy Jones,DET,2,1,50.00%,4,1,2.90%,2,1,50.00%,4,1,7.10%,All Andy Jones red zone receiving plays
Ronald Jones,TAM,2,1,50.00%,5,0,2.50%,0,0,,0,0,0.00%,All Ronald Jones red zone receiving plays
Tyler Kroft,CIN,2,1,50.00%,5,0,3.30%,1,0,0.00%,0,0,3.60%,All Tyler Kroft red zone receiving plays
Matt Lengel,CIN,2,1,50.00%,4,1,3.30%,1,1,100.00%,4,1,3.60%,All Matt Lengel red zone receiving plays
Brandon Marshall,SEA,2,0,0.00%,0,0,3.60%,1,0,0.00%,0,0,3.30%,All Brandon Marshall red zone receiving plays
Doug Martin,OAK,2,1,50.00%,6,0,3.80%,1,0,0.00%,0,0,2.70%,All Doug Martin red zone receiving plays
LeSean McCoy,BUF,2,2,100.00%,12,0,5.40%,0,0,,0,0,0.00%,All LeSean McCoy red zone receiving plays
Cameron Meredith,NOR,2,1,50.00%,11,1,2.20%,0,0,,0,0,0.00%,All Cameron Meredith red zone receiving plays
Lamar Miller,HOU,2,1,50.00%,4,1,2.90%,2,1,50.00%,4,1,5.10%,All Lamar Miller red zone receiving plays
Taquan Mizzell,CHI,2,1,50.00%,10,1,2.90%,2,1,50.00%,10,1,5.40%,All Taquan Mizzell red zone receiving plays
Latavius Murray,MIN,2,2,100.00%,10,0,3.00%,0,0,,0,0,0.00%,All Latavius Murray red zone receiving plays
James O'Shaughnessy,JAX,2,2,100.00%,12,0,4.20%,1,1,100.00%,5,0,4.20%,All James O'Shaughnessy red zone receiving plays
Nick O'Leary,MIA,2,1,50.00%,5,1,5.10%,2,1,50.00%,5,1,11.10%,All Nick O'Leary red zone receiving plays
Logan Paulsen,ATL,2,2,100.00%,22,1,2.90%,1,1,100.00%,5,0,2.60%,All Logan Paulsen red zone receiving plays
Brandon Powell,DET,2,1,50.00%,11,0,2.90%,0,0,,0,0,0.00%,All Brandon Powell red zone receiving plays
MyCole Pruitt,TEN,2,2,100.00%,4,1,4.00%,2,2,100.00%,4,1,8.00%,All MyCole Pruitt red zone receiving plays
Seth Roberts,OAK,2,1,50.00%,9,0,3.80%,1,0,0.00%,0,0,2.70%,All Seth Roberts red zone receiving plays
Austin Seferian-Jenkins,JAX,2,1,50.00%,4,1,4.20%,2,1,50.00%,4,1,8.30%,All Austin Seferian-Jenkins red zone receiving plays
Vyncint Smith,HOU,2,0,0.00%,0,0,2.90%,2,0,0.00%,0,0,5.10%,All Vyncint Smith red zone receiving plays
Bradley Sowell,CHI,2,1,50.00%,2,1,2.90%,2,1,50.00%,2,1,5.40%,All Bradley Sowell red zone receiving plays
Neal Sterling,NYJ,2,1,50.00%,6,0,4.00%,0,0,,0,0,0.00%,All Neal Sterling red zone receiving plays
Roc Thomas,MIN,2,0,0.00%,0,0,3.00%,1,0,0.00%,0,0,3.40%,All Roc Thomas red zone receiving plays
Levine Toilolo,DET,2,1,50.00%,8,1,2.90%,1,1,100.00%,8,1,3.60%,All Levine Toilolo red zone receiving plays
Spencer Ware,KAN,2,1,50.00%,4,0,2.20%,0,0,,0,0,0.00%,All Spencer Ware red zone receiving plays
Jamaal Williams,GNB,2,1,50.00%,7,0,3.50%,1,1,100.00%,7,0,4.50%,All Jamaal Williams red zone receiving plays
Jay Ajayi,PHI,1,0,0.00%,0,0,1.30%,1,0,0.00%,0,0,2.70%,All Jay Ajayi red zone receiving plays
Josh Allen,BUF,1,0,0.00%,0,0,2.70%,0,0,,0,0,0.00%,All Josh Allen red zone receiving plays
Dan Arnold,NOR,1,0,0.00%,0,0,1.10%,1,0,0.00%,0,0,2.30%,All Dan Arnold red zone receiving plays
Marcell Ateman,OAK,1,1,100.00%,9,1,1.90%,1,1,100.00%,9,1,2.70%,All Marcell Ateman red zone receiving plays
Tavon Austin,DAL,1,1,100.00%,3,1,1.50%,1,1,100.00%,3,1,3.30%,All Tavon Austin red zone receiving plays
Travis Benjamin,LAC,1,1,100.00%,5,0,1.50%,1,1,100.00%,5,0,2.60%,All Travis Benjamin red zone receiving plays
Tommy Bohanon,JAX,1,0,0.00%,0,0,2.10%,1,0,0.00%,0,0,4.20%,All Tommy Bohanon red zone receiving plays
Brandon Bolden,MIA,1,1,100.00%,4,1,2.60%,1,1,100.00%,4,1,5.60%,All Brandon Bolden red zone receiving plays
Victor Bolden,SFO,1,1,100.00%,10,0,1.40%,0,0,,0,0,0.00%,All Victor Bolden red zone receiving plays
Malcolm Brown,LAR,1,1,100.00%,18,1,1.10%,0,0,,0,0,0.00%,All Malcolm Brown red zone receiving plays
Deontay Burnett,NYJ,1,0,0.00%,0,0,2.00%,0,0,,0,0,0.00%,All Deontay Burnett red zone receiving plays
Travaris Cadet,CAR,1,1,100.00%,5,0,1.60%,1,1,100.00%,5,0,3.10%,All Travaris Cadet red zone receiving plays
Trenton Cannon,NYJ,1,0,0.00%,0,0,2.00%,1,0,0.00%,0,0,6.70%,All Trenton Cannon red zone receiving plays
Leonte Carroo,MIA,1,0,0.00%,0,0,2.60%,0,0,,0,0,0.00%,All Leonte Carroo red zone receiving plays
DeAndre Carter,HOU,1,0,0.00%,0,0,1.50%,1,0,0.00%,0,0,2.60%,All DeAndre Carter red zone receiving plays
Sammie Coates,HOU,1,0,0.00%,0,0,1.50%,0,0,,0,0,0.00%,All Sammie Coates red zone receiving plays
Corey Coleman,NYG,1,0,0.00%,0,0,1.30%,1,0,0.00%,0,0,2.90%,All Corey Coleman red zone receiving plays
Derrick Coleman,ARI,1,0,0.00%,0,0,2.30%,0,0,,0,0,0.00%,All Derrick Coleman red zone receiving plays
Jason Croom,BUF,1,1,100.00%,11,0,2.70%,0,0,,0,0,0.00%,All Jason Croom red zone receiving plays
Alan Cross,TAM,1,0,0.00%,0,0,1.30%,1,0,0.00%,0,0,2.90%,All Alan Cross red zone receiving plays
Isaiah Crowell,NYJ,1,0,0.00%,0,0,2.00%,0,0,,0,0,0.00%,All Isaiah Crowell red zone receiving plays
Mike Davis,SEA,1,1,100.00%,3,1,1.80%,1,1,100.00%,3,1,3.30%,All Mike Davis red zone receiving plays
Vernon Davis,WAS,1,1,100.00%,10,0,2.70%,0,0,,0,0,0.00%,All Vernon Davis red zone receiving plays
Dion Dawkins,BUF,1,1,100.00%,7,1,2.70%,1,1,100.00%,7,1,9.10%,All Dion Dawkins red zone receiving plays
Taylor Decker,DET,1,1,100.00%,11,1,1.40%,0,0,,0,0,0.00%,All Taylor Decker red zone receiving plays
James Develin,NWE,1,1,100.00%,-1,0,1.20%,1,1,100.00%,-1,0,2.80%,All James Develin red zone receiving plays
Ross Dwelley,SFO,1,1,100.00%,8,0,1.40%,0,0,,0,0,0.00%,All Ross Dwelley red zone receiving plays
Isaiah Ford,MIA,1,0,0.00%,0,0,2.60%,0,0,,0,0,0.00%,All Isaiah Ford red zone receiving plays
Devonta Freeman,ATL,1,0,0.00%,0,0,1.40%,1,0,0.00%,0,0,2.60%,All Devonta Freeman red zone receiving plays
Russell Gage,ATL,1,0,0.00%,0,0,1.40%,0,0,,0,0,0.00%,All Russell Gage red zone receiving plays
Dwayne Harris,OAK,1,1,100.00%,0,0,1.90%,1,1,100.00%,0,0,2.70%,All Dwayne Harris red zone receiving plays
Stephen Hauschka,BUF,1,0,0.00%,0,0,2.70%,0,0,,0,0,0.00%,All Stephen Hauschka red zone receiving plays
Ryan Hewitt,IND,1,1,100.00%,1,1,1.10%,1,1,100.00%,1,1,2.30%,All Ryan Hewitt red zone receiving plays
Brian Hill,ATL,1,0,0.00%,0,0,1.40%,0,0,,0,0,0.00%,All Brian Hill red zone receiving plays
Josh Hill,NOR,1,1,100.00%,1,1,1.10%,1,1,100.00%,1,1,2.30%,All Josh Hill red zone receiving plays
Taysom Hill,NOR,1,1,100.00%,-4,0,1.10%,0,0,,0,0,0.00%,All Taysom Hill red zone receiving plays
KhaDarel Hodge,LAR,1,1,100.00%,3,0,1.10%,1,1,100.00%,3,0,2.20%,All KhaDarel Hodge red zone receiving plays
Sam Hubbard,CIN,1,0,0.00%,0,0,1.70%,1,0,0.00%,0,0,3.60%,All Sam Hubbard red zone receiving plays
Hayden Hurst,BAL,1,0,0.00%,0,0,1.60%,1,0,0.00%,0,0,3.20%,All Hayden Hurst red zone receiving plays
Carlos Hyde,JAX,1,0,0.00%,0,0,2.10%,1,0,0.00%,0,0,4.20%,All Carlos Hyde red zone receiving plays
Mark Ingram,NOR,1,1,100.00%,1,0,1.10%,1,1,100.00%,1,0,2.30%,All Mark Ingram red zone receiving plays
Darius Jackson,DAL,1,0,0.00%,0,0,1.50%,0,0,,0,0,0.00%,All Darius Jackson red zone receiving plays
Justin Jackson,LAC,1,0,0.00%,0,0,1.50%,1,0,0.00%,0,0,2.60%,All Justin Jackson red zone receiving plays
Lamar Jackson,BAL,1,0,0.00%,0,0,1.60%,0,0,,0,0,0.00%,All Lamar Jackson red zone receiving plays
Keith Kirkwood,NOR,1,1,100.00%,5,1,1.10%,1,1,100.00%,5,1,2.30%,All Keith Kirkwood red zone receiving plays
Jake Kumerow,GNB,1,0,0.00%,0,0,1.80%,1,0,0.00%,0,0,4.50%,All Jake Kumerow red zone receiving plays
Chris Lacy,DET,1,0,0.00%,0,0,1.40%,0,0,,0,0,0.00%,All Chris Lacy red zone receiving plays
Marcedes Lewis,GNB,1,0,0.00%,0,0,1.80%,0,0,,0,0,0.00%,All Marcedes Lewis red zone receiving plays
T.J. Logan,ARI,1,1,100.00%,3,0,2.30%,1,1,100.00%,3,0,4.30%,All T.J. Logan red zone receiving plays
Andrew Luck,IND,1,0,0.00%,0,0,1.10%,1,0,0.00%,0,0,2.30%,All Andrew Luck red zone receiving plays
Chris Manhertz,CAR,1,0,0.00%,0,0,1.60%,0,0,,0,0,0.00%,All Chris Manhertz red zone receiving plays
Byron Marshall,WAS,1,1,100.00%,6,0,2.70%,0,0,,0,0,0.00%,All Byron Marshall red zone receiving plays
Freddie Martino,TAM,1,0,0.00%,0,0,1.30%,1,0,0.00%,0,0,2.90%,All Freddie Martino red zone receiving plays
Elijah McGuire,NYJ,1,0,0.00%,0,0,2.00%,0,0,,0,0,0.00%,All Elijah McGuire red zone receiving plays
Isaiah McKenzie,BUF,1,1,100.00%,1,0,2.70%,0,0,,0,0,0.00%,All Isaiah McKenzie red zone receiving plays
J.D. McKissic,SEA,1,0,0.00%,0,0,1.80%,0,0,,0,0,0.00%,All J.D. McKissic red zone receiving plays
Sony Michel,NWE,1,1,100.00%,7,0,1.20%,0,0,,0,0,0.00%,All Sony Michel red zone receiving plays
Chris Moore,BAL,1,1,100.00%,5,1,1.60%,1,1,100.00%,5,1,3.20%,All Chris Moore red zone receiving plays
David Morgan,MIN,1,1,100.00%,9,0,1.50%,0,0,,0,0,0.00%,All David Morgan red zone receiving plays
Marcus Murphy,BUF,1,1,100.00%,2,0,2.70%,0,0,,0,0,0.00%,All Marcus Murphy red zone receiving plays
Roosevelt Nix,PIT,1,0,0.00%,0,0,1.20%,1,0,0.00%,0,0,2.80%,All Roosevelt Nix red zone receiving plays
Brian Parker,DEN,1,0,0.00%,0,0,1.70%,1,0,0.00%,0,0,2.90%,All Brian Parker red zone receiving plays
Tim Patrick,DEN,1,0,0.00%,0,0,1.70%,1,0,0.00%,0,0,2.90%,All Tim Patrick red zone receiving plays
Niles Paul,JAX,1,0,0.00%,0,0,2.10%,0,0,,0,0,0.00%,All Niles Paul red zone receiving plays
Elijhaa Penny,NYG,1,1,100.00%,3,0,1.30%,0,0,,0,0,0.00%,All Elijhaa Penny red zone receiving plays
Rashaad Penny,SEA,1,1,100.00%,4,0,1.80%,1,1,100.00%,4,0,3.30%,All Rashaad Penny red zone receiving plays
Joshua Perkins,PHI,1,1,100.00%,8,0,1.30%,0,0,,0,0,0.00%,All Joshua Perkins red zone receiving plays
Breshad Perriman,CLE,1,0,0.00%,0,0,1.90%,0,0,,0,0,0.00%,All Breshad Perriman red zone receiving plays
John Phillips,ARI,1,1,100.00%,9,0,2.30%,0,0,,0,0,0.00%,All John Phillips red zone receiving plays
Dak Prescott,DAL,1,0,0.00%,0,0,1.50%,0,0,,0,0,0.00%,All Dak Prescott red zone receiving plays
Trey Quinn,WAS,1,1,100.00%,10,1,2.70%,1,1,100.00%,10,1,5.30%,All Trey Quinn red zone receiving plays
Damion Ratley,CLE,1,1,100.00%,8,0,1.90%,0,0,,0,0,0.00%,All Damion Ratley red zone receiving plays
Paul Richardson,WAS,1,1,100.00%,2,1,2.70%,1,1,100.00%,2,1,5.30%,All Paul Richardson red zone receiving plays
Matt Ryan,ATL,1,1,100.00%,5,1,1.40%,1,1,100.00%,5,1,2.60%,All Matt Ryan red zone receiving plays
Eric Saubert,ATL,1,0,0.00%,0,0,1.40%,1,0,0.00%,0,0,2.60%,All Eric Saubert red zone receiving plays
Adam Shaheen,CHI,1,1,100.00%,2,1,1.40%,1,1,100.00%,2,1,2.70%,All Adam Shaheen red zone receiving plays
Russell Shepard,NYG,1,1,100.00%,11,1,1.30%,0,0,,0,0,0.00%,All Russell Shepard red zone receiving plays
Trent Sherfield,ARI,1,1,100.00%,7,1,2.30%,1,1,100.00%,7,1,4.30%,All Trent Sherfield red zone receiving plays
Rod Smith,DAL,1,1,100.00%,0,0,1.50%,0,0,,0,0,0.00%,All Rod Smith red zone receiving plays
Luke Stocker,TEN,1,1,100.00%,1,1,2.00%,1,1,100.00%,1,1,4.00%,All Luke Stocker red zone receiving plays
Ryan Tannehill,MIA,1,1,100.00%,3,1,2.60%,1,1,100.00%,3,1,5.60%,All Ryan Tannehill red zone receiving plays
De'Anthony Thomas,KAN,1,1,100.00%,1,1,1.10%,1,1,100.00%,1,1,2.20%,All De'Anthony Thomas red zone receiving plays
Jalen Tolliver,ARI,1,0,0.00%,0,0,2.30%,0,0,,0,0,0.00%,All Jalen Tolliver red zone receiving plays
Alejandro Villanueva,PIT,1,1,100.00%,2,1,1.20%,1,1,100.00%,2,1,2.80%,All Alejandro Villanueva red zone receiving plays
Danny Vitale,GNB,1,0,0.00%,0,0,1.80%,1,0,0.00%,0,0,4.50%,All Danny Vitale red zone receiving plays
Delanie Walker,TEN,1,0,0.00%,0,0,2.00%,1,0,0.00%,0,0,4.00%,All Delanie Walker red zone receiving plays
Cole Wick,SFO,1,0,0.00%,0,0,1.40%,1,0,0.00%,0,0,3.40%,All Cole Wick red zone receiving plays
Darrel Williams,KAN,1,1,100.00%,11,1,1.10%,0,0,,0,0,0.00%,All Darrel Williams red zone receiving plays
Albert Wilson,MIA,1,0,0.00%,0,0,2.60%,0,0,,0,0,0.00%,All Albert Wilson red zone receiving plays
Javon Wims,CHI,1,1,100.00%,9,0,1.40%,0,0,,0,0,0.00%,All Javon Wims red zone receiving plays
