,Player,Tm,Season,Age,PosRank,PPR/G_prev,PPR/G_prev2,prev_team,avg_depth_of_target,caught_percent,grades_offense,grades_pass_route,route_rate,slot_rate,wide_rate,inline_rate,yprr,man_grades_pass_route,zone_grades_pass_route,grades_pass,team_name_copy,pbe,Improvement,PPR/G,Pass Plays/G,Receptions/G,Routes/G,Targets/G,TD/G,YDS/G,YAC/G,RZ Targets/G,P_Att/G,P_Cmp/G,P_TD/G,P_Yds/G
1991,Cooper Kupp,LAR,2023-24,30,41,22.37777777777778,25.852941176470587,LAR,7.5,78.9,86.3,88.1,96.3,55.6,43.3,0.0,2.4,66.5,87.7,67.6,LAR,81.8,-0.13442042725319164,13.700000000000001,39.0,8.333333333333334,37.55555555555556,10.555555555555555,0.6666666666666666,90.22222222222223,46.55555555555556,1.2222222222222223,31.235294117647058,20.41176470588235,0.9411764705882353,182.8235294117647
1993,Diontae Johnson,PIT,2023-24,27,43,10.629411764705882,17.15,PIT,10.7,61.0,69.6,69.9,93.2,13.1,86.9,0.0,1.44,71.9,68.2,73.0,PIT,87.9,-0.38020922654776196,11.746153846153845,38.76470588235294,5.0588235294117645,36.11764705882353,8.294117647058824,0.0,51.88235294117647,14.294117647058824,0.9411764705882353,33.588235294117645,21.41176470588235,0.7058823529411765,200.64705882352942
1994,Darius Slayton,NYG,2023-24,26,44,8.025,5.276923076923077,NYG,12.6,65.7,68.5,69.3,94.0,28.3,71.0,0.5,1.79,73.4,67.0,71.1,NYG,82.8,0.5207725947521867,8.882352941176471,26.9375,2.875,25.3125,4.375,0.125,45.25,16.6875,0.1875,30.58823529411765,20.352941176470587,1.0,185.7058823529412
1995,Tee Higgins,CIN,2023-24,24,45,13.80625,15.65,CIN,11.6,71.2,77.1,77.6,95.0,19.3,80.4,0.4,1.92,84.3,67.8,89.4,CIN,86.1,-0.1178115015974441,11.466666666666667,35.3125,4.625,33.5625,6.5,0.4375,64.3125,17.5,0.625,38.125,26.125,2.1875,265.0
1996,Curtis Samuel,WAS,2023-24,27,46,10.370588235294118,1.9600000000000002,WAS,6.9,73.6,70.5,70.2,93.6,71.2,25.3,0.2,1.28,72.2,67.3,61.5,WAS,81.6,4.291116446578631,9.825,32.11764705882353,3.764705882352941,30.058823529411764,5.117647058823529,0.23529411764705882,38.529411764705884,17.235294117647058,0.5294117647058824,32.588235294117645,20.235294117647058,1.411764705882353,204.23529411764707
1997,Christian Kirk,JAX,2023-24,27,47,14.229411764705883,12.211764705882352,JAX,9.7,68.3,74.2,76.1,94.9,75.2,23.7,0.3,1.79,89.1,68.9,73.1,JAX,87.4,0.1652215799614645,12.525,38.411764705882355,4.9411764705882355,36.470588235294116,7.235294117647059,0.47058823529411764,65.17647058823529,22.764705882352942,1.2941176470588236,35.05882352941177,23.176470588235293,1.4705882352941178,232.88235294117646
1999,Josh Reynolds,DET,2023-24,28,49,7.421428571428572,6.716666666666666,DET,13.2,67.9,64.1,64.2,94.8,36.5,63.5,0.0,1.25,59.5,61.3,71.6,DET,85.9,0.10492733073378252,7.576470588235295,28.928571428571427,2.7142857142857144,27.428571428571427,4.0,0.21428571428571427,34.214285714285715,8.357142857142858,0.9285714285714286,34.588235294117645,22.529411764705884,1.7058823529411764,251.8235294117647
2000,Jerry Jeudy,DEN,2023-24,24,50,13.613333333333333,8.5,DEN,12.1,68.0,78.4,77.9,94.4,54.1,45.9,0.0,2.18,86.6,72.8,64.5,DEN,85.1,0.6015686274509804,8.8625,31.933333333333334,4.533333333333333,30.133333333333333,6.666666666666667,0.4,65.8,27.866666666666667,0.6666666666666666,33.588235294117645,20.294117647058822,1.0588235294117647,211.2941176470588
2002,Marquise Brown,ARI,2023-24,26,52,13.0,14.14375,ARI,11.7,65.0,69.2,69.6,94.1,35.0,64.6,0.0,1.44,80.2,65.5,57.7,ARI,85.2,-0.08086610693769337,9.62142857142857,43.583333333333336,5.583333333333333,41.0,8.583333333333334,0.25,59.083333333333336,20.25,0.8333333333333334,39.05882352941177,25.470588235294116,1.0,213.2941176470588
2005,Tyler Boyd,CIN,2023-24,29,55,10.44375,11.4875,CIN,9.9,72.5,71.1,70.8,93.0,84.4,15.1,0.5,1.36,67.1,68.9,89.4,CIN,86.1,-0.09085963003264426,8.51764705882353,37.625,3.625,35.0,5.0,0.3125,47.625,15.375,0.75,38.125,26.125,2.1875,265.0
2011,Elijah Moore,CLE,2023-24,23,62,5.50625,12.563636363636363,NYJ,12.6,62.7,57.5,58.1,96.3,49.6,50.2,0.2,0.9,60.8,61.1,51.0,CLE,86.2,-0.5617311866859623,7.770588235294118,32.125,2.3125,30.9375,3.6875,0.0625,27.875,6.0,0.4375,31.764705882352942,19.705882352941178,1.1176470588235294,202.58823529411765
2014,K.J. Osborn,MIN,2023-24,26,64,9.152941176470588,9.323529411764707,MIN,8.6,70.6,65.1,65.3,93.4,59.1,40.8,0.0,1.1,66.3,66.1,76.1,MIN,82.9,-0.01829652996845438,7.5,37.35294117647059,3.5294117647058822,34.88235294117647,5.0,0.29411764705882354,38.23529411764706,17.764705882352942,0.5294117647058824,39.529411764705884,26.352941176470587,1.7647058823529411,263.7647058823529
2016,Joshua Palmer,LAC,2023-24,24,65,10.58125,5.464705882352941,LAC,9.2,73.5,65.5,66.6,96.4,25.9,74.0,0.2,1.24,69.4,65.0,77.5,LAC,85.8,0.9362890204520992,10.67,40.125,4.5,38.6875,6.125,0.1875,48.0,15.6875,0.5,41.8235294117647,28.529411764705884,1.5294117647058822,269.6470588235294
2017,Rondale Moore,ARI,2023-24,23,67,10.9875,7.792857142857143,ARI,5.2,74.5,63.4,63.6,93.4,56.8,40.9,0.0,1.47,57.6,63.9,57.7,ARI,85.2,0.4099450045829515,6.176470588235294,37.625,5.125,35.125,6.875,0.125,51.75,36.375,0.75,39.05882352941177,25.470588235294116,1.0,213.2941176470588
2018,Kendrick Bourne,NE,2023-24,28,69,5.51875,10.617647058823529,NE,10.6,74.5,63.6,67.8,95.5,27.1,72.9,0.0,1.47,75.8,60.2,68.7,NE,85.8,-0.48022853185595565,12.5,19.375,2.1875,18.5,2.9375,0.0625,27.125,9.0,0.25,31.764705882352942,21.058823529411764,1.1176470588235294,208.0
2020,Nelson Agholor,BAL,2023-24,30,71,4.7,6.8933333333333335,NE,12.1,62.0,56.4,57.7,94.2,30.0,69.6,0.0,1.23,64.0,51.2,72.3,BAL,87.9,-0.3181818181818182,5.711764705882352,19.5625,1.9375,18.4375,3.125,0.125,22.625,9.0625,0.125,28.705882352941178,17.647058823529413,1.1176470588235294,178.8235294117647
2021,Kalif Raymond,DET,2023-24,29,70,6.835294117647059,8.275,DET,10.0,75.8,72.1,72.7,93.1,46.0,52.3,0.6,1.91,72.2,70.1,71.6,DET,85.9,-0.1739825839701439,5.729411764705882,20.352941176470587,2.764705882352941,18.941176470588236,3.6470588235294117,0.0,36.23529411764706,13.352941176470589,0.5294117647058824,34.588235294117645,22.529411764705884,1.7058823529411764,251.8235294117647
2023,Demarcus Robinson,LAR,2023-24,29,73,6.105882352941176,4.082352941176471,BAL,9.9,64.9,64.9,64.3,95.7,8.0,92.0,0.0,1.28,60.1,65.9,67.6,LAR,81.8,0.4956772334293945,5.4625,21.941176470588236,2.823529411764706,21.0,4.352941176470588,0.11764705882352941,26.941176470588236,8.823529411764707,0.5882352941176471,31.235294117647058,20.41176470588235,0.9411764705882353,182.8235294117647
2026,Nick Westbrook-Ikhine,TEN,2023-24,26,75,4.864705882352942,6.725,TEN,13.7,55.6,59.8,57.9,94.6,55.3,44.5,0.0,0.95,60.5,54.8,71.9,TEN,81.3,-0.27662366061666294,6.071428571428571,26.058823529411764,1.4705882352941178,24.647058823529413,2.6470588235294117,0.17647058823529413,23.352941176470587,6.352941176470588,0.4117647058823529,26.823529411764707,16.764705882352942,0.9411764705882353,171.41176470588235
2029,Michael Gallup,DAL,2023-24,27,80,7.528571428571429,10.166666666666666,DAL,12.2,54.2,62.8,62.2,95.3,7.9,92.1,0.0,1.0,61.0,63.9,68.6,DAL,86.7,-0.25948477751756427,5.164705882352941,31.714285714285715,2.7857142857142856,30.214285714285715,5.142857142857143,0.2857142857142857,30.285714285714285,7.857142857142857,0.8571428571428571,32.705882352941174,20.88235294117647,1.6470588235294117,219.76470588235293
2036,Darnell Mooney,CHI,2023-24,26,86,8.458333333333334,12.923529411764704,CHI,12.6,69.0,69.2,68.9,92.6,60.5,38.0,0.0,1.58,68.8,71.0,54.4,CHI,82.5,-0.34550902746169004,5.260000000000001,28.083333333333332,3.3333333333333335,26.0,4.833333333333333,0.16666666666666666,41.083333333333336,14.166666666666666,0.5,22.176470588235293,13.117647058823529,1.1176470588235294,130.52941176470588
2039,Chris Moore,TEN,2023-24,30,89,7.19375,4.641666666666667,HOU,9.6,66.7,63.2,64.2,95.0,65.1,33.8,1.1,1.24,65.3,66.6,71.9,TEN,81.3,0.5498204667863554,4.017647058823529,29.0,3.0,27.5625,4.5,0.125,34.25,16.6875,0.6875,26.823529411764707,16.764705882352942,0.9411764705882353,171.41176470588235
2040,Rashod Bateman,BAL,2023-24,24,90,8.916666666666666,8.625,BAL,13.2,53.6,61.6,61.1,94.5,14.2,85.8,0.0,2.38,72.4,55.1,72.3,BAL,87.9,0.033816425120772875,4.78125,21.166666666666668,2.5,20.0,4.666666666666667,0.3333333333333333,47.5,22.833333333333332,0.16666666666666666,28.705882352941178,17.647058823529413,1.1176470588235294,178.8235294117647
2041,Zay Jones,JAX,2023-24,28,91,12.38125,6.229411764705882,JAX,9.4,70.1,67.3,67.8,94.2,33.6,66.4,0.0,1.44,69.9,67.5,73.1,JAX,87.4,0.9875472143531633,8.677777777777777,37.9375,5.125,35.75,7.3125,0.3125,51.4375,18.6875,1.125,35.05882352941177,23.176470588235293,1.4705882352941178,232.88235294117646
2043,Greg Dortch,ARI,2023-24,25,93,7.06875,1.3800000000000001,ARI,4.6,81.3,64.2,67.6,94.5,82.8,15.8,0.0,1.33,56.7,69.0,57.7,ARI,85.2,4.122282608695651,4.03125,22.875,3.25,21.625,4.0,0.125,28.8125,19.25,0.3125,39.05882352941177,25.470588235294116,1.0,213.2941176470588
2045,DeVante Parker,NE,2023-24,30,94,7.915384615384616,10.35,NE,16.8,66.0,74.1,74.0,93.2,8.6,91.4,0.0,1.71,71.8,72.2,68.7,NE,85.8,-0.2352285395763656,5.56923076923077,26.076923076923077,2.3846153846153846,24.307692307692307,3.6153846153846154,0.23076923076923078,41.53846153846154,8.076923076923077,0.3076923076923077,31.764705882352942,21.058823529411764,1.1176470588235294,208.0
2048,Trenton Irwin,CIN,2023-24,28,99,7.022222222222222,0.7714285714285715,CIN,12.6,68.2,68.0,69.8,93.1,35.5,64.5,0.0,1.22,72.3,66.7,89.4,CIN,86.1,8.102880658436213,3.9125,22.555555555555557,1.6666666666666667,21.0,2.4444444444444446,0.4444444444444444,25.666666666666668,6.777777777777778,0.5555555555555556,38.125,26.125,2.1875,265.0
2049,Brandon Powell,MIN,2023-24,28,96,2.8000000000000003,1.0,LAR,1.4,77.4,65.8,65.8,95.4,52.0,38.8,0.7,1.08,50.6,69.3,76.1,MIN,82.9,1.8000000000000003,3.9470588235294115,8.941176470588236,1.411764705882353,8.529411764705882,1.8235294117647058,0.0,9.176470588235293,10.823529411764707,0.23529411764705882,39.529411764705884,26.352941176470587,1.7647058823529411,263.7647058823529
2051,Allen Lazard,NYJ,2023-24,28,101,11.653333333333334,9.5,GB,12.9,61.2,69.0,73.9,94.4,37.7,58.6,3.7,1.61,75.8,69.8,75.9,NYJ,84.5,0.22666666666666677,4.292857142857143,34.46666666666667,4.0,32.53333333333333,6.533333333333333,0.4,52.53333333333333,17.733333333333334,1.1333333333333333,36.88235294117647,21.0,0.8823529411764706,219.0
2055,Marquez Valdes-Scantling,KC,2023-24,29,105,7.2,7.909090909090909,KC,14.9,55.3,62.6,63.2,94.1,38.9,60.6,0.5,1.24,62.7,60.3,89.2,KC,86.9,-0.08965517241379309,3.53125,34.64705882352941,2.4705882352941178,32.588235294117645,4.470588235294118,0.11764705882352941,40.411764705882355,7.470588235294118,0.6470588235294118,38.294117647058826,25.58823529411765,2.411764705882353,297.7647058823529
2058,Jauan Jennings,SF,2023-24,26,109,5.1625,5.1375,SF,8.8,66.0,66.3,67.3,94.1,53.6,46.4,0.0,1.37,56.3,72.7,74.2,SF,88.2,0.0048661800486616965,3.9615384615384617,20.1875,2.1875,19.0,3.3125,0.0625,26.0,11.0,0.1875,30.11764705882353,19.88235294117647,1.7647058823529411,226.8235294117647
2060,JuJu Smith-Schuster,NE,2023-24,27,110,11.58125,6.959999999999999,KC,7.1,80.4,70.8,72.2,94.5,42.6,57.4,0.0,1.77,69.0,73.7,68.7,NE,85.8,0.6639727011494256,5.545454545454546,34.9375,4.875,33.0,6.0625,0.1875,58.3125,28.9375,1.0,31.764705882352942,21.058823529411764,1.1176470588235294,208.0
2061,Braxton Berrios,MIA,2023-24,28,112,3.394117647058824,7.56875,NYJ,6.7,58.1,62.8,60.2,95.2,60.8,37.0,0.5,0.81,54.8,63.9,81.4,MIA,85.3,-0.551561665128479,3.61875,11.8125,1.125,11.25,1.9375,0.0,9.0625,5.9375,0.3125,34.35294117647059,21.647058823529413,1.7647058823529411,265.3529411764706
2062,Mike Williams,LAC,2023-24,29,111,13.576923076923077,15.4125,LAC,12.7,70.0,78.9,79.3,96.5,15.0,85.0,0.0,1.93,89.4,70.6,77.5,LAC,85.8,-0.11909663734481253,16.733333333333334,37.0,4.846153846153846,35.69230769230769,6.923076923076923,0.3076923076923077,68.84615384615384,24.692307692307693,1.0,41.8235294117647,28.529411764705884,1.5294117647058822,269.6470588235294
2065,Scott Miller,ATL,2023-24,26,116,2.82,2.1222222222222222,TB,13.0,57.5,55.9,55.4,94.5,23.5,76.5,0.0,0.98,53.3,55.2,60.1,ATL,88.4,0.32879581151832454,2.3000000000000003,14.285714285714286,1.6428571428571428,13.5,2.857142857142857,0.0,13.214285714285714,2.5714285714285716,0.2857142857142857,24.41176470588235,15.117647058823529,1.0,158.76470588235293
2066,Allen Robinson II,PIT,2023-24,30,117,8.49,7.25,LAR,10.1,64.7,65.8,64.8,97.1,33.6,66.4,0.0,0.93,64.9,64.7,73.0,PIT,87.9,0.1710344827586207,3.6470588235294117,37.5,3.3,36.4,5.1,0.3,33.9,7.1,1.4,33.588235294117645,21.41176470588235,0.7058823529411765,200.64705882352942
2067,Olamide Zaccheaus,PHI,2023-24,26,115,6.470588235294118,5.2823529411764705,ATL,11.8,65.6,64.6,67.4,93.8,60.9,38.9,0.0,1.47,64.3,67.7,80.6,PHI,89.7,0.22494432071269493,2.2588235294117647,22.705882352941178,2.3529411764705883,21.294117647058822,3.588235294117647,0.17647058823529413,31.352941176470587,11.882352941176471,0.35294117647058826,31.529411764705884,20.58823529411765,1.4705882352941178,241.47058823529412
2068,Jamal Agnew,JAX,2023-24,28,118,4.6866666666666665,7.6,JAX,5.8,76.7,72.4,69.0,92.5,51.6,47.3,0.0,2.17,85.1,61.1,73.1,JAX,87.4,-0.3833333333333333,3.6636363636363636,6.642857142857143,1.6428571428571428,6.142857142857143,2.142857142857143,0.21428571428571427,13.357142857142858,9.5,0.42857142857142855,35.05882352941177,23.176470588235293,1.4705882352941178,232.88235294117646
2069,Kadarius Toney,KC,2023-24,24,119,6.366666666666666,8.24,KC,3.6,84.2,75.4,74.0,92.2,40.0,54.4,2.2,2.06,52.7,73.5,89.2,KC,86.9,-0.22734627831715218,4.076923076923077,10.0,1.7777777777777777,9.222222222222221,2.111111111111111,0.2222222222222222,19.0,12.222222222222221,0.5555555555555556,38.294117647058826,25.58823529411765,2.411764705882353,297.7647058823529
2072,Mack Hollins,ATL,2023-24,30,121,9.070588235294117,3.5470588235294116,LV,13.1,64.0,63.8,61.4,93.7,14.2,85.6,0.2,1.14,70.7,55.8,60.1,ATL,88.4,1.5572139303482588,3.3153846153846156,38.0,3.3529411764705883,35.588235294117645,5.235294117647059,0.23529411764705882,40.588235294117645,12.117647058823529,0.6470588235294118,24.41176470588235,15.117647058823529,1.0,158.76470588235293
2073,Julio Jones,PHI,2023-24,34,120,7.040000000000001,8.040000000000001,TB,15.1,55.8,65.1,63.7,92.8,27.7,72.3,0.0,1.22,66.0,62.5,80.6,PHI,89.7,-0.12437810945273631,3.309090909090909,26.4,2.4,24.5,4.3,0.2,29.9,12.3,0.6,31.529411764705884,20.58823529411765,1.4705882352941178,241.47058823529412
2076,Hunter Renfrow,LV,2023-24,28,126,7.9,15.241176470588236,LV,6.5,73.5,65.6,64.8,94.8,86.0,13.6,0.0,1.13,53.3,65.7,69.5,LV,82.8,-0.48166730991895024,2.8529411764705883,30.8,3.6,29.2,4.9,0.2,33.0,16.1,0.5,34.470588235294116,21.11764705882353,1.6470588235294117,231.41176470588235
2081,Jalen Reagor,NE,2023-24,24,131,1.5823529411764705,4.594117647058823,MIN,13.6,61.5,68.2,68.2,96.4,38.2,60.0,0.0,1.96,75.3,60.5,68.7,NE,85.8,-0.6555697823303458,2.590909090909091,3.9285714285714284,0.5714285714285714,3.7857142857142856,0.9285714285714286,0.07142857142857142,7.428571428571429,1.9285714285714286,0.07142857142857142,31.764705882352942,21.058823529411764,1.1176470588235294,208.0
2085,Quez Watkins,PHI,2023-24,25,134,4.970588235294118,6.823529411764706,PHI,9.6,67.3,55.1,56.5,94.6,75.6,24.4,0.0,0.88,53.8,58.7,80.6,PHI,89.7,-0.271551724137931,3.9111111111111114,25.058823529411764,1.9411764705882353,23.705882352941178,2.8823529411764706,0.17647058823529413,20.823529411764707,8.882352941176471,0.23529411764705882,31.529411764705884,20.58823529411765,1.4705882352941178,241.47058823529412
2086,Robbie Chosen,MIA,2023-24,30,137,3.2625,8.147058823529411,ARI,14.6,46.5,51.2,52.6,94.2,14.3,85.7,0.0,0.87,48.8,55.8,81.4,MIA,85.3,-0.5995487364620938,2.511111111111111,21.4375,1.25,20.1875,2.6875,0.0625,17.625,6.0625,0.1875,34.35294117647059,21.647058823529413,1.7647058823529411,265.3529411764706
2091,Ray-Ray McCloud III,SF,2023-24,27,141,3.4176470588235297,4.1375,SF,13.2,66.7,69.4,70.2,92.8,45.6,53.9,0.0,1.46,63.3,70.5,74.2,SF,88.2,-0.1739825839701439,2.375,10.588235294117647,0.8235294117647058,9.823529411764707,1.2352941176470589,0.058823529411764705,14.294117647058824,5.588235294117647,0.058823529411764705,30.11764705882353,19.88235294117647,1.7647058823529411,226.8235294117647
2097,Trent Sherfield,BUF,2023-24,27,147,4.923529411764706,1.3941176470588235,MIA,11.5,62.5,63.0,61.3,95.0,50.7,48.8,0.0,1.03,51.2,68.4,85.1,BUF,85.0,2.5316455696202533,1.5058823529411764,24.941176470588236,1.7647058823529411,23.705882352941178,2.823529411764706,0.11764705882352941,24.529411764705884,8.352941176470589,0.47058823529411764,35.875,22.5625,2.1875,258.0625
2102,Byron Pringle,WAS,2023-24,30,149,3.227272727272727,7.458823529411765,CHI,15.5,66.7,62.9,64.7,94.4,27.3,71.4,1.2,0.89,65.5,60.0,61.5,WAS,81.6,-0.5673214797820477,1.6529411764705884,14.636363636363637,0.9090909090909091,13.818181818181818,1.3636363636363635,0.18181818181818182,12.272727272727273,1.3636363636363635,0.09090909090909091,32.588235294117645,20.235294117647058,1.411764705882353,204.23529411764707
2103,Ben Skowronek,LAR,2023-24,26,154,6.021428571428571,1.7357142857142858,LAR,8.0,67.2,57.2,56.4,92.6,43.9,50.0,1.6,0.91,71.5,53.0,67.6,LAR,81.8,2.4691358024691357,1.2647058823529411,31.714285714285715,2.7857142857142856,29.357142857142858,4.142857142857143,0.0,26.857142857142858,10.214285714285714,0.21428571428571427,31.235294117647058,20.41176470588235,0.9411764705882353,182.8235294117647
2107,Randall Cobb,NYJ,2023-24,33,155,6.2846153846153845,7.8,GB,10.2,70.8,70.1,71.3,95.4,80.1,18.8,0.0,1.67,69.7,69.2,75.9,NYJ,84.5,-0.1942800788954635,1.5363636363636362,20.076923076923077,2.6153846153846154,19.153846153846153,3.6923076923076925,0.07692307692307693,32.07692307692308,14.0,0.5384615384615384,36.88235294117647,21.0,0.8823529411764706,219.0
2111,Parris Campbell,NYG,2023-24,26,161,8.770588235294117,5.366666666666667,IND,6.5,74.1,60.8,61.2,95.0,82.0,17.8,0.2,1.03,60.6,62.7,71.1,NYG,82.8,0.6342710997442452,2.533333333333333,37.35294117647059,3.7058823529411766,35.470588235294116,5.0,0.17647058823529413,36.64705882352941,16.764705882352942,0.5294117647058824,30.58823529411765,20.352941176470587,1.0,185.7058823529412
2112,Marquise Goodwin,CLE,2023-24,33,163,6.938461538461539,4.085714285714286,SEA,11.3,69.2,64.5,64.5,94.0,58.8,40.3,0.3,1.29,72.0,63.7,51.0,CLE,86.2,0.6982248520710057,1.1666666666666667,24.46153846153846,2.076923076923077,23.0,3.0,0.3076923076923077,29.76923076923077,9.23076923076923,0.3076923076923077,31.764705882352942,19.705882352941178,1.1176470588235294,202.58823529411765
2114,Sterling Shepard,NYG,2023-24,30,162,11.466666666666667,11.1,NYG,10.6,61.9,58.5,60.1,91.7,31.5,67.6,0.9,1.56,55.2,62.3,71.1,NYG,82.8,0.03303303303303308,1.3533333333333333,36.0,4.333333333333333,33.0,7.0,0.3333333333333333,51.333333333333336,17.333333333333332,0.3333333333333333,30.58823529411765,20.352941176470587,1.0,185.7058823529412
2124,DeAndre Carter,LV,2023-24,30,176,6.605882352941176,5.088235294117647,LAC,9.7,71.9,61.6,63.9,96.1,59.0,39.8,0.4,1.08,57.4,67.1,69.5,LV,82.8,0.29826589595375724,0.5705882352941176,30.41176470588235,2.7058823529411766,29.235294117647058,3.764705882352941,0.17647058823529413,31.647058823529413,12.117647058823529,0.5294117647058824,34.470588235294116,21.11764705882353,1.6470588235294117,231.41176470588235
2127,Equanimeous St. Brown,CHI,2023-24,27,174,4.04375,1.5538461538461539,CHI,12.8,55.3,64.2,60.9,91.5,30.7,67.3,2.0,1.15,56.5,64.5,54.4,CHI,82.5,1.6024133663366338,1.5999999999999999,19.125,1.3125,17.5,2.375,0.0625,20.1875,6.125,0.125,22.176470588235293,13.117647058823529,1.1176470588235294,130.52941176470588
2134,Devin Duvernay,BAL,2023-24,26,184,8.292857142857143,5.2,BAL,10.0,78.7,67.2,66.2,94.1,33.4,66.3,0.3,1.16,59.7,69.9,72.3,BAL,87.9,0.5947802197802197,0.5615384615384615,26.714285714285715,2.642857142857143,25.142857142857142,3.357142857142857,0.21428571428571427,29.071428571428573,11.428571428571429,0.5714285714285714,28.705882352941178,17.647058823529413,1.1176470588235294,178.8235294117647
2141,Marvin Jones Jr.,DET,2023-24,33,194,7.30625,10.6,JAX,14.2,57.5,60.4,60.5,95.6,14.1,85.9,0.0,1.12,59.7,59.1,71.6,DET,85.9,-0.31073113207547165,1.0833333333333333,31.0,2.875,29.625,5.0,0.1875,33.0625,6.0,0.6875,34.588235294117645,22.529411764705884,1.7058823529411764,251.8235294117647
2143,Zach Pascal,ARI,2023-24,29,191,2.1176470588235294,5.90625,PHI,5.3,83.3,62.6,61.1,94.6,62.5,25.6,9.5,0.94,68.3,53.9,57.7,ARI,85.2,-0.6414565826330532,0.42142857142857143,9.882352941176471,0.8823529411764706,9.352941176470589,1.0588235294117647,0.058823529411764705,8.823529411764707,5.235294117647059,0.058823529411764705,39.05882352941177,25.470588235294116,1.0,213.2941176470588
2144,Laquon Treadwell,BAL,2023-24,28,193,1.7,6.866666666666667,SEA,5.6,75.0,56.1,55.0,96.2,29.1,70.9,0.0,0.55,60.7,52.4,72.3,BAL,87.9,-0.7524271844660194,0.52,13.166666666666666,1.0,12.666666666666666,1.3333333333333333,0.0,7.0,2.0,0.3333333333333333,28.705882352941178,17.647058823529413,1.1176470588235294,178.8235294117647
2145,D'Wayne Eskridge,SEA,2023-24,26,201,1.3800000000000001,2.83,SEA,3.7,58.3,54.1,57.5,92.1,62.4,36.6,1.0,0.62,49.9,64.6,76.1,SEA,84.2,-0.5123674911660777,0.125,11.222222222222221,0.7777777777777778,10.333333333333334,1.3333333333333333,0.0,6.444444444444445,5.0,0.2222222222222222,33.705882352941174,23.470588235294116,1.7647058823529411,231.41176470588235
2192,James Proche II,CLE,2023-24,27,242,0.8133333333333332,2.585714285714286,BAL,10.0,50.0,44.7,52.7,92.3,75.4,24.6,0.0,0.47,56.3,55.0,51.0,CLE,86.2,-0.6854511970534071,-0.2,10.142857142857142,0.5714285714285714,9.357142857142858,1.1428571428571428,0.0,4.428571428571429,1.2142857142857142,0.14285714285714285,31.764705882352942,19.705882352941178,1.1176470588235294,202.58823529411765
