,Player,Tm,Season,Age,PosRank,PPR/G_prev,PPR/G_prev2,prev_team,avg_depth_of_target,caught_percent,grades_offense,grades_pass_route,route_rate,slot_rate,wide_rate,inline_rate,yprr,man_grades_pass_route,zone_grades_pass_route,grades_pass,team_name_copy,pbe,Improvement,PPR/G,Pass Plays/G,Receptions/G,Routes/G,Targets/G,TD/G,YDS/G,YAC/G,RZ Targets/G,P_Att/G,P_Cmp/G,P_TD/G,P_Yds/G
1786,Trenton Irwin,CIN,2022-23,27,89,0.7714285714285715,1.5,CIN,16.6,40.0,58.3,55.5,89.7,43.1,56.9,0.0,0.65,66.5,51.6,91.2,CIN,84.0,-0.4857142857142857,7.022222222222222,8.285714285714286,0.2857142857142857,7.428571428571429,0.7142857142857143,0.0,4.857142857142857,0.42857142857142855,0.14285714285714285,32.64705882352941,22.58823529411765,2.1176470588235294,259.0
1788,Jamal Agnew,JAX,2022-23,27,92,7.6,2.085714285714286,JAX,7.3,68.6,65.6,62.8,94.8,70.8,29.2,0.0,1.26,66.9,58.1,58.3,JAX,87.1,2.643835616438356,4.6866666666666665,19.2,2.4,18.2,3.5,0.1,22.9,12.7,0.3,35.529411764705884,21.235294117647058,0.7058823529411765,202.11764705882354
1790,Julio Jones,TB,2022-23,33,94,8.040000000000001,16.233333333333334,TEN,12.6,67.4,74.2,74.9,96.5,21.5,78.5,0.0,1.76,66.4,78.2,90.8,TB,90.9,-0.5047227926078028,7.040000000000001,25.6,3.1,24.7,4.6,0.1,43.4,11.3,0.6,43.0,28.941176470588236,2.5294117647058822,307.5882352941176
1791,Dante Pettis,CHI,2022-23,27,95,8.433333333333334,2.2285714285714286,NYG,5.9,66.7,68.3,65.8,95.7,50.7,49.3,0.0,1.32,81.8,53.2,60.8,CHI,83.2,2.784188034188034,3.835294117647059,23.0,3.3333333333333335,22.0,5.0,0.3333333333333333,29.0,12.333333333333334,0.6666666666666666,31.88235294117647,19.529411764705884,0.9411764705882353,188.64705882352942
1795,Nelson Agholor,NE,2022-23,29,100,6.8933333333333335,11.6,NE,14.7,62.7,65.9,64.6,94.7,9.9,89.9,0.0,1.15,55.7,71.5,77.4,NE,88.3,-0.40574712643678157,4.7,29.0,2.466666666666667,27.466666666666665,3.933333333333333,0.2,31.533333333333335,6.933333333333334,0.4,31.470588235294116,21.41176470588235,1.411764705882353,226.88235294117646
1796,Ray-Ray McCloud III,SF,2022-23,26,101,4.1375,2.0125,PIT,6.7,61.9,56.8,56.4,92.1,88.3,10.1,1.4,0.82,54.6,59.7,61.1,SF,86.9,1.0559006211180124,3.4176470588235297,24.466666666666665,2.6,22.533333333333335,4.2,0.0,18.466666666666665,7.933333333333334,0.6666666666666666,30.235294117647058,20.176470588235293,1.5294117647058822,248.2941176470588
1797,Equanimeous St. Brown,CHI,2022-23,26,102,1.5538461538461539,2.1166666666666667,GB,10.0,56.3,57.4,55.7,95.5,34.2,62.6,3.2,0.66,64.0,48.9,60.8,CHI,83.2,-0.26589945487583283,4.04375,12.916666666666666,0.75,12.333333333333334,1.3333333333333333,0.0,8.166666666666666,4.75,0.3333333333333333,31.88235294117647,19.529411764705884,0.9411764705882353,188.64705882352942
1800,Hunter Renfrow,LV,2022-23,27,104,15.241176470588236,8.225,LV,6.8,83.1,80.6,82.3,93.9,64.3,35.6,0.0,1.94,71.7,82.6,76.6,LV,82.5,0.8530305739317006,7.9,33.588235294117645,6.0588235294117645,31.529411764705884,7.294117647058823,0.5294117647058824,61.05882352941177,26.58823529411765,1.3529411764705883,36.94117647058823,25.235294117647058,1.3529411764705883,268.6470588235294
1802,Braxton Berrios,NYJ,2022-23,27,106,7.56875,6.08125,NYJ,4.9,76.7,74.0,74.3,94.3,74.2,24.0,0.7,1.64,72.4,78.2,54.8,NYJ,83.7,0.24460431654676257,3.394117647058824,17.4375,2.875,16.4375,3.75,0.125,26.9375,16.125,0.5,35.470588235294116,21.0,1.1764705882352942,208.2941176470588
1805,Damiere Byrd,ATL,2022-23,29,108,3.8176470588235296,7.18125,CHI,9.1,70.3,53.8,54.5,95.6,46.1,52.2,0.2,0.84,52.5,53.0,60.7,ATL,82.0,-0.46838683253980445,3.6999999999999997,24.235294117647058,1.5294117647058822,23.176470588235293,2.176470588235294,0.058823529411764705,19.352941176470587,6.882352941176471,0.23529411764705882,33.705882352941174,22.176470588235293,1.1764705882352942,218.41176470588235
1806,A.J. Green,ARI,2022-23,34,110,9.8,6.95625,ARI,12.8,60.0,69.2,71.2,94.0,8.9,91.0,0.2,1.6,52.9,82.0,88.1,ARI,87.3,0.408805031446541,4.1066666666666665,35.25,3.375,33.125,5.625,0.1875,53.0,12.125,1.0625,34.76470588235294,24.41176470588235,1.588235294117647,251.52941176470588
1807,Jarvis Landry,NO,2022-23,30,111,11.083333333333334,12.533333333333333,CLE,8.4,65.8,66.3,68.0,94.1,59.5,37.2,0.3,1.78,67.1,70.4,66.2,NO,84.5,-0.11569148936170207,6.688888888888889,28.416666666666668,4.333333333333333,26.75,6.583333333333333,0.16666666666666666,47.5,21.75,0.8333333333333334,29.647058823529413,17.235294117647058,1.7058823529411764,187.41176470588235
1809,Tre'Quan Smith,NO,2022-23,26,113,7.972727272727273,7.364285714285714,NO,10.0,64.0,62.7,62.0,93.5,52.0,46.7,1.2,1.25,74.6,56.4,66.2,NO,84.5,0.08262058019574998,3.52,29.363636363636363,2.909090909090909,27.454545454545453,4.545454545454546,0.2727272727272727,34.27272727272727,10.363636363636363,0.7272727272727273,29.647058823529413,17.235294117647058,1.7058823529411764,187.41176470588235
1812,Kendall Hinton,DEN,2022-23,25,114,2.40625,-2.8,DEN,8.3,68.2,66.5,66.2,91.1,68.0,31.4,0.6,1.14,65.3,64.1,70.7,DEN,84.0,-1.859375,4.7,11.266666666666667,1.0,10.266666666666667,1.4666666666666666,0.06666666666666667,11.666666666666666,3.8,0.13333333333333333,31.823529411764707,20.823529411764707,1.1764705882352942,211.35294117647058
1816,Ashton Dulin,IND,2022-23,25,121,3.0294117647058822,0.7230769230769231,IND,15.1,59.1,59.9,61.4,90.7,21.7,77.5,0.8,1.48,65.8,59.6,75.9,IND,81.5,3.1896120150187732,3.5416666666666665,7.588235294117647,0.7647058823529411,6.882352941176471,1.2941176470588236,0.11764705882352941,10.176470588235293,3.0,0.11764705882352941,30.647058823529413,19.058823529411764,1.588235294117647,197.7058823529412
1817,KhaDarel Hodge,ATL,2022-23,27,119,1.91875,3.2222222222222223,DET,11.6,52.0,68.1,66.7,94.0,6.5,91.1,1.2,0.99,66.2,62.6,60.7,ATL,82.0,-0.40452586206896557,2.423529411764706,12.923076923076923,1.0,12.153846153846153,1.9230769230769231,0.0,12.076923076923077,3.0,0.38461538461538464,33.705882352941174,22.176470588235293,1.1764705882352942,218.41176470588235
1819,Byron Pringle,CHI,2022-23,29,123,7.458823529411765,3.1538461538461537,KC,11.5,73.7,66.5,65.0,92.8,61.3,36.1,2.5,1.42,60.5,70.1,60.8,CHI,83.2,1.3649928263988524,3.227272727272727,25.41176470588235,2.4705882352941178,23.58823529411765,3.3529411764705883,0.29411764705882354,33.411764705882355,11.058823529411764,0.35294117647058826,31.88235294117647,19.529411764705884,0.9411764705882353,188.64705882352942
1824,Marquez Callaway,NO,2022-23,24,129,8.929411764705883,3.8454545454545452,NO,13.4,56.8,69.3,69.6,95.0,20.0,79.4,0.6,1.53,69.6,68.7,66.2,NO,84.5,1.3220692532332083,2.6999999999999997,28.294117647058822,2.7058823529411766,26.88235294117647,4.764705882352941,0.35294117647058826,41.05882352941177,8.470588235294118,0.5294117647058824,29.647058823529413,17.235294117647058,1.7058823529411764,187.41176470588235
1828,Zach Pascal,PHI,2022-23,28,133,5.90625,8.55625,IND,9.5,56.7,52.7,52.5,92.9,77.3,19.9,2.8,0.78,60.3,48.3,73.4,PHI,85.4,-0.30971512052593136,2.1176470588235294,33.25,2.375,30.875,4.1875,0.1875,24.0,7.4375,0.8125,29.058823529411764,18.058823529411764,1.1764705882352942,200.23529411764707
1829,Sterling Shepard,NYG,2022-23,29,132,11.1,13.541666666666666,NYG,7.9,67.9,64.6,66.1,93.6,72.9,27.1,0.0,1.66,61.6,71.3,70.6,NYG,83.5,-0.1803076923076923,11.466666666666667,33.714285714285715,5.142857142857143,31.571428571428573,7.571428571428571,0.14285714285714285,52.285714285714285,16.857142857142858,1.2857142857142858,34.88235294117647,20.647058823529413,0.8823529411764706,188.0
1830,Keelan Cole Sr.,LV,2022-23,29,134,5.260000000000001,9.7125,NYJ,13.4,57.1,61.3,62.4,93.5,16.3,83.1,0.5,1.31,60.9,62.5,76.6,LV,82.5,-0.4584298584298584,2.15,24.466666666666665,1.8666666666666667,22.866666666666667,3.2666666666666666,0.06666666666666667,29.933333333333334,5.6,0.3333333333333333,36.94117647058823,25.235294117647058,1.3529411764705883,268.6470588235294
1833,Denzel Mims,NYJ,2022-23,25,138,1.9363636363636365,6.7444444444444445,NYJ,13.6,42.1,48.7,51.3,94.5,21.6,76.9,1.5,0.71,52.6,52.9,54.8,NYJ,83.7,-0.7128950127302681,2.96,18.09090909090909,0.7272727272727273,17.09090909090909,1.7272727272727273,0.0,12.090909090909092,3.4545454545454546,0.18181818181818182,35.470588235294116,21.0,1.1764705882352942,208.2941176470588
1834,Jalen Reagor,MIN,2022-23,23,136,4.594117647058823,7.927272727272728,PHI,9.8,60.0,56.3,55.3,94.3,20.9,77.7,0.0,0.67,51.8,60.4,86.8,MIN,84.4,-0.42046681057744206,1.5823529411764705,27.647058823529413,1.9411764705882353,26.058823529411764,3.235294117647059,0.11764705882352941,17.58823529411765,9.0,0.29411764705882354,35.529411764705884,23.41176470588235,2.0,249.2941176470588
1835,N'Keal Harry,CHI,2022-23,25,139,2.3666666666666667,5.278571428571429,NE,14.8,57.1,69.1,64.5,93.3,12.7,87.3,0.0,1.31,62.0,69.1,60.8,CHI,83.2,-0.5516463689670726,3.5142857142857147,13.636363636363637,1.0909090909090908,12.727272727272727,1.9090909090909092,0.0,16.727272727272727,2.1818181818181817,0.09090909090909091,31.88235294117647,19.529411764705884,0.9411764705882353,188.64705882352942
1839,Kenny Golladay,NYG,2022-23,29,146,6.364285714285714,13.16,NYG,14.2,49.3,68.3,68.2,94.2,19.8,80.2,0.0,1.23,66.3,68.8,70.6,NYG,83.5,-0.5163916630481981,1.675,32.07142857142857,2.642857142857143,30.214285714285715,5.357142857142857,0.0,37.214285714285715,8.285714285714286,0.7142857142857143,34.88235294117647,20.647058823529413,0.8823529411764706,188.0
1841,Breshad Perriman,TB,2022-23,29,144,5.566666666666666,8.258333333333333,TB,9.4,64.7,60.8,60.7,97.5,12.4,87.6,0.0,1.42,62.9,55.3,90.8,TB,90.9,-0.325933400605449,2.118181818181818,20.166666666666668,1.8333333333333333,19.666666666666668,2.8333333333333335,0.16666666666666666,27.833333333333332,17.0,0.5,43.0,28.941176470588236,2.5294117647058822,307.5882352941176
1846,T.Y. Hilton,DAL,2022-23,33,150,7.409999999999999,10.946666666666665,IND,13.4,62.2,70.1,69.3,93.7,19.7,80.3,0.0,1.48,65.6,72.0,84.7,DAL,89.7,-0.3230816077953715,6.366666666666667,23.8,2.3,22.3,3.7,0.3,33.1,6.6,0.4,38.05882352941177,26.11764705882353,2.3529411764705883,282.3529411764706
1850,Marcus Johnson,NYG,2022-23,28,154,3.542857142857143,3.590909090909091,TEN,10.5,52.9,63.0,64.9,92.1,15.8,84.2,0.0,1.72,70.6,61.3,70.6,NYG,83.5,-0.01338155515370695,1.3499999999999999,14.428571428571429,1.2857142857142858,13.285714285714286,2.4285714285714284,0.0,22.857142857142858,14.142857142857142,0.42857142857142855,34.88235294117647,20.647058823529413,0.8823529411764706,188.0
1853,Cam Sims,WAS,2022-23,26,157,3.4857142857142853,5.3875,WAS,14.1,62.5,62.6,62.3,94.0,18.7,81.3,0.0,1.23,60.2,63.1,67.9,WAS,84.0,-0.35299966854491227,0.9941176470588234,13.0,1.0714285714285714,12.214285714285714,1.7142857142857142,0.14285714285714285,15.071428571428571,3.5,0.2857142857142857,32.35294117647059,20.941176470588236,1.2352941176470589,202.41176470588235
1860,Jamison Crowder,BUF,2022-23,29,166,9.141666666666667,14.333333333333334,NYJ,6.3,71.8,64.9,65.1,93.1,78.9,20.8,0.2,1.15,65.8,65.1,77.5,BUF,86.5,-0.36220930232558135,3.0,34.833333333333336,4.25,32.416666666666664,5.916666666666667,0.16666666666666666,37.25,14.583333333333334,0.9166666666666666,38.529411764705884,24.41176470588235,2.1176470588235294,252.0
1861,Jalen Guyton,LAC,2022-23,25,164,6.075,6.06875,LAC,11.0,67.4,57.4,59.6,93.9,26.9,72.7,0.4,1.03,48.6,67.8,85.8,LAC,87.8,0.0010298661174048252,2.8000000000000003,28.8125,1.9375,27.0625,2.875,0.1875,28.0,9.625,0.4375,39.64705882352941,26.058823529411764,2.235294117647059,282.3529411764706
1862,Jake Kumerow,BUF,2022-23,30,165,0.32,1.5333333333333332,BUF,19.6,40.0,55.1,54.0,94.0,26.0,74.0,0.0,0.6,44.2,65.3,77.5,BUF,86.5,-0.7913043478260869,1.7333333333333334,3.5714285714285716,0.14285714285714285,3.357142857142857,0.35714285714285715,0.0,2.0,0.5714285714285714,0.14285714285714285,38.529411764705884,24.41176470588235,2.1176470588235294,252.0
1864,Trent Taylor,CIN,2022-23,28,170,1.525,1.55,CIN,13.0,66.7,64.4,64.3,92.3,80.8,19.2,0.0,1.71,73.7,60.5,91.2,CIN,84.0,-0.016129032258064602,0.73125,13.0,1.0,12.0,1.5,0.0,20.5,3.0,0.5,32.64705882352941,22.58823529411765,2.1176470588235294,259.0
1869,Cody Hollister,TEN,2022-23,29,171,2.433333333333333,1.1,TEN,11.4,57.1,59.3,58.8,97.0,14.9,85.1,0.0,0.51,63.0,56.8,81.0,TEN,81.4,1.2121212121212117,0.7636363636363637,22.333333333333332,1.3333333333333333,21.666666666666668,2.3333333333333335,0.0,11.0,6.333333333333333,0.6666666666666666,31.470588235294116,21.11764705882353,1.2941176470588236,201.05882352941177
1874,Laquon Treadwell,SEA,2022-23,27,176,6.866666666666667,4.58,JAX,12.5,64.7,72.0,69.9,92.3,24.2,75.5,0.3,1.52,70.1,65.3,71.4,SEA,82.6,0.4992721979621544,1.7,25.833333333333332,2.75,23.833333333333332,4.25,0.08333333333333333,36.166666666666664,9.916666666666666,0.5,29.11764705882353,19.058823529411764,1.7647058823529411,201.88235294117646
1882,Quintez Cephus,DET,2022-23,24,198,9.879999999999999,5.1461538461538465,DET,11.5,68.2,71.7,70.9,92.2,12.8,87.2,0.0,1.57,72.1,60.5,61.7,DET,84.5,0.9198804185351267,0.875,28.2,3.0,26.0,4.4,0.4,40.8,19.6,0.6,34.88235294117647,23.294117647058822,1.3529411764705883,211.64705882352942
1883,Pharoh Cooper,ARI,2022-23,27,190,0.95,0.76875,NYG,6.7,36.4,49.7,51.8,96.8,87.2,12.8,0.0,0.36,55.4,53.1,88.1,ARI,87.3,0.2357723577235771,0.82,11.75,0.5,11.375,1.375,0.0,4.125,0.75,0.375,34.76470588235294,24.41176470588235,1.588235294117647,251.52941176470588
1885,Bryan Edwards,ATL,2022-23,24,200,6.81875,3.025,LV,14.6,60.7,63.8,63.5,94.3,26.9,72.7,0.0,1.12,82.5,53.3,60.7,ATL,82.0,1.2541322314049586,0.6428571428571429,33.9375,2.125,32.0,3.5,0.1875,35.6875,11.875,0.5,33.705882352941174,22.176470588235293,1.1764705882352942,218.41176470588235
1888,Penny Hart,SEA,2022-23,26,192,0.7588235294117647,0.24615384615384617,SEA,9.4,58.3,62.7,62.3,95.8,35.2,64.8,0.0,0.87,54.0,67.5,71.4,SEA,82.6,2.082720588235294,0.5555555555555556,4.4375,0.4375,4.25,0.75,0.0,3.6875,2.5,0.0625,29.11764705882353,19.058823529411764,1.7647058823529411,201.88235294117646
1890,Lil'Jordan Humphrey,NE,2022-23,24,193,4.99,4.533333333333333,NO,11.1,72.2,71.1,71.1,95.1,58.0,40.6,0.7,1.83,70.3,60.6,77.4,NE,88.3,0.10073529411764713,0.6666666666666666,14.3,1.3,13.6,1.8,0.2,24.9,9.9,0.1,31.470588235294116,21.41176470588235,1.411764705882353,226.88235294117646
1893,Keith Kirkwood,NO,2022-23,28,195,1.5666666666666667,2.3,CAR,8.0,42.9,50.3,50.9,93.0,60.5,39.5,0.0,0.43,57.6,56.5,66.2,NO,84.5,-0.3188405797101449,0.76,14.333333333333334,1.0,13.333333333333334,2.3333333333333335,0.0,5.666666666666667,5.333333333333333,0.3333333333333333,29.647058823529413,17.235294117647058,1.7058823529411764,187.41176470588235
1898,C.J. Board,TEN,2022-23,29,209,1.6166666666666665,1.5285714285714285,NYG,17.2,66.7,61.4,60.0,88.9,33.3,66.7,0.0,1.06,59.3,56.7,81.0,TEN,81.4,0.057632398753894025,0.4,9.0,0.6666666666666666,8.0,1.0,0.0,8.5,2.0,0.16666666666666666,31.470588235294116,21.11764705882353,1.2941176470588236,201.05882352941177
1947,Deonte Harty,NO,2022-23,25,252,8.7,5.300000000000001,NO,10.6,63.2,87.8,86.7,95.1,35.0,60.5,0.4,2.69,90.3,79.0,66.2,NO,84.5,0.6415094339622638,0.325,17.153846153846153,2.769230769230769,16.307692307692307,4.384615384615385,0.23076923076923078,43.84615384615385,18.923076923076923,0.38461538461538464,29.647058823529413,17.235294117647058,1.7058823529411764,187.41176470588235
1951,CeeDee Lamb,DAL,2023-24,24,1,17.741176470588236,14.55,DAL,10.5,72.3,86.3,87.5,94.9,62.5,36.2,0.3,2.38,90.9,78.9,68.6,DAL,86.7,0.2193248433393976,23.71764705882353,35.411764705882355,6.294117647058823,33.588235294117645,8.705882352941176,0.5294117647058824,79.94117647058823,29.235294117647058,0.7058823529411765,32.705882352941174,20.88235294117647,1.6470588235294117,219.76470588235293
1952,Tyreek Hill,MIA,2023-24,29,2,20.423529411764704,17.441176470588236,MIA,12.7,71.3,92.1,92.2,94.0,42.1,54.4,1.2,3.2,87.3,91.8,81.4,MIA,85.3,0.17099494097807746,23.525,33.411764705882355,7.0,31.41176470588235,9.823529411764707,0.4117647058823529,100.58823529411765,28.647058823529413,0.5294117647058824,34.35294117647059,21.647058823529413,1.7647058823529411,265.3529411764706
1953,Amon-Ra St. Brown,DET,2023-24,24,3,16.725,13.370588235294118,DET,6.7,76.3,90.7,90.4,94.5,59.9,38.7,0.4,2.4,90.8,82.7,71.6,DET,85.9,0.25087989441267056,20.68125,31.9375,6.625,30.1875,8.6875,0.375,72.5625,34.0,1.3125,34.588235294117645,22.529411764705884,1.7058823529411764,251.8235294117647
1954,Mike Evans,TB,2023-24,30,4,15.026666666666667,16.40625,TB,14.2,62.6,74.0,75.6,94.1,26.6,73.4,0.0,1.81,81.7,73.1,52.2,TB,90.8,-0.08408888888888885,16.61764705882353,44.333333333333336,5.133333333333334,41.733333333333334,8.2,0.4,75.53333333333333,15.133333333333333,0.9333333333333333,44.1764705882353,29.352941176470587,1.5294117647058822,269.7647058823529
1956,DJ Moore,CHI,2023-24,26,6,11.711764705882352,13.970588235294118,CAR,14.0,57.8,73.9,76.2,94.4,27.6,71.5,0.7,1.74,77.5,69.5,54.4,CHI,82.5,-0.16168421052631585,16.852941176470587,31.764705882352942,3.7058823529411766,30.0,6.411764705882353,0.4117647058823529,52.23529411764706,11.235294117647058,0.5882352941176471,22.176470588235293,13.117647058823529,1.1176470588235294,130.52941176470588
1957,A.J. Brown,PHI,2023-24,26,8,17.623529411764707,13.915384615384616,PHI,12.9,64.2,88.0,89.2,94.6,25.7,74.1,0.0,2.59,88.6,74.5,80.6,PHI,89.7,0.26647806718043776,17.03529411764706,35.94117647058823,5.176470588235294,34.0,8.058823529411764,0.6470588235294118,88.0,33.23529411764706,0.9411764705882353,31.529411764705884,20.58823529411765,1.4705882352941178,241.47058823529412
1958,Deebo Samuel,SF,2023-24,27,7,12.953846153846154,21.1875,SF,4.5,64.4,72.4,76.8,94.0,26.6,60.2,0.3,1.69,66.0,80.3,74.2,SF,88.2,-0.3886090310869072,16.246666666666666,30.692307692307693,4.3076923076923075,28.846153846153847,6.6923076923076925,0.15384615384615385,48.61538461538461,38.38461538461539,1.0,30.11764705882353,19.88235294117647,1.7647058823529411,226.8235294117647
1960,Brandon Aiyuk,SF,2023-24,25,10,13.4,10.01764705882353,SF,10.3,69.6,80.3,80.9,94.0,24.2,75.8,0.0,1.91,84.7,76.9,74.2,SF,88.2,0.3376394597768644,15.575,33.294117647058826,4.588235294117647,31.294117647058822,6.588235294117647,0.47058823529411764,59.705882352941174,21.764705882352942,0.8823529411764706,30.11764705882353,19.88235294117647,1.7647058823529411,226.8235294117647
1961,Keenan Allen,LAC,2023-24,31,11,16.4,16.1125,LAC,9.0,77.6,84.8,84.8,96.2,64.3,35.1,0.0,2.11,82.2,77.4,77.5,LAC,85.8,0.017843289371605762,21.45384615384615,37.0,6.6,35.6,8.5,0.4,75.2,25.1,1.5,41.8235294117647,28.529411764705884,1.5294117647058822,269.6470588235294
1962,Stefon Diggs,BUF,2023-24,30,12,19.7875,16.794117647058822,BUF,11.9,72.5,90.1,90.1,94.4,34.1,65.9,0.0,2.49,84.0,86.0,85.1,BUF,85.0,0.17823992994746074,16.105882352941176,37.9375,6.75,35.8125,9.3125,0.6875,89.3125,26.3125,1.4375,35.875,22.5625,2.1875,258.0625
1963,Ja'Marr Chase,CIN,2023-24,23,13,20.2,17.91764705882353,CIN,9.9,68.5,83.3,84.4,93.0,23.0,76.1,0.2,2.02,91.2,71.7,89.4,CIN,86.1,0.12738017071569266,16.41875,46.416666666666664,7.25,43.166666666666664,10.583333333333334,0.75,87.16666666666667,34.75,2.0,38.125,26.125,2.1875,265.0
1964,Davante Adams,LV,2023-24,31,14,19.735294117647058,21.51875,LV,12.8,59.5,90.1,90.5,94.1,30.0,69.6,0.0,2.45,82.8,89.4,69.5,LV,82.8,-0.08287915805299763,15.61176470588235,38.64705882352941,5.882352941176471,36.35294117647059,9.882352941176471,0.8235294117647058,89.17647058823529,29.529411764705884,1.2941176470588236,34.470588235294116,21.11764705882353,1.6470588235294117,231.41176470588235
1965,D.K. Metcalf,SEA,2023-24,26,15,13.341176470588236,14.370588235294118,SEA,12.1,64.7,75.3,76.6,94.3,16.8,83.2,0.0,1.81,74.0,71.3,76.1,SEA,84.2,-0.07163323782234957,14.0875,36.05882352941177,5.294117647058823,34.0,8.176470588235293,0.35294117647058826,61.64705882352941,13.588235294117647,1.588235294117647,33.705882352941174,23.470588235294116,1.7647058823529411,231.41176470588235
1966,Amari Cooper,CLE,2023-24,29,16,14.470588235294118,13.5,CLE,13.3,61.9,81.2,83.6,93.2,24.9,75.0,0.0,2.06,82.3,78.7,51.0,CLE,86.2,0.07189542483660132,15.133333333333333,35.470588235294116,4.588235294117647,33.05882352941177,7.411764705882353,0.5294117647058824,68.23529411764706,17.41176470588235,0.9411764705882353,31.764705882352942,19.705882352941178,1.1176470588235294,202.58823529411765
1970,DeAndre Hopkins,TEN,2023-24,31,20,16.855555555555554,14.719999999999999,ARI,10.7,68.8,72.9,73.5,93.3,27.3,72.7,0.0,1.98,60.5,74.4,71.9,TEN,81.3,0.14507850241545894,13.152941176470588,43.111111111111114,7.111111111111111,40.22222222222222,10.333333333333334,0.3333333333333333,79.66666666666667,19.666666666666668,0.6666666666666666,26.823529411764707,16.764705882352942,0.9411764705882353,171.41176470588235
1971,Jakobi Meyers,LV,2023-24,27,21,12.87857142857143,10.958823529411765,NE,10.2,72.0,75.6,75.8,93.4,69.5,29.6,0.0,1.9,81.0,71.6,69.5,LV,82.8,0.17517828387393616,13.6625,32.357142857142854,4.785714285714286,30.214285714285715,6.642857142857143,0.42857142857142855,57.357142857142854,17.285714285714285,0.5,34.470588235294116,21.11764705882353,1.6470588235294117,231.41176470588235
1972,DeVonta Smith,PHI,2023-24,25,22,14.976470588235294,10.91764705882353,PHI,9.9,72.0,81.0,82.0,94.7,25.1,74.9,0.0,1.98,86.8,77.7,80.6,PHI,89.7,0.37176724137931033,14.225,37.470588235294116,5.588235294117647,35.470588235294116,7.764705882352941,0.4117647058823529,70.3529411764706,28.647058823529413,0.7058823529411765,31.529411764705884,20.58823529411765,1.4705882352941178,241.47058823529412
1976,Justin Jefferson,MIN,2023-24,24,26,21.688235294117646,19.435294117647057,MIN,10.6,72.7,90.4,90.5,93.8,29.6,69.4,0.0,2.62,88.4,90.4,76.1,MIN,82.9,0.1159200968523003,20.22,43.294117647058826,7.529411764705882,40.588235294117645,10.352941176470589,0.47058823529411764,106.41176470588235,37.1764705882353,1.6470588235294117,39.529411764705884,26.352941176470587,1.7647058823529411,263.7647058823529
1978,Courtland Sutton,DEN,2023-24,28,28,10.626666666666667,8.835294117647058,DEN,13.3,60.4,69.3,69.7,93.2,11.3,88.5,0.2,1.55,73.0,65.4,64.5,DEN,85.1,0.20275188637372413,11.8875,38.4,4.266666666666667,35.8,7.066666666666666,0.13333333333333333,55.333333333333336,9.0,0.8,33.588235294117645,20.294117647058822,1.0588235294117647,211.2941176470588
1979,Terry McLaurin,WAS,2023-24,28,29,13.470588235294118,12.558823529411764,WAS,13.1,67.0,79.9,83.0,93.9,20.9,78.9,0.0,2.04,76.2,84.7,61.5,WAS,81.6,0.07259953161592508,12.305882352941175,36.529411764705884,4.529411764705882,34.294117647058826,6.764705882352941,0.29411764705882354,70.05882352941177,23.294117647058822,0.6470588235294118,32.588235294117645,20.235294117647058,1.411764705882353,204.23529411764707
1982,Jaylen Waddle,MIA,2023-24,25,32,15.24705882352941,15.3625,MIA,12.2,65.8,83.9,85.0,93.7,24.5,74.2,0.0,2.59,70.7,84.3,81.4,MIA,85.3,-0.007514478533480216,14.185714285714285,32.88235294117647,4.411764705882353,30.823529411764707,6.705882352941177,0.47058823529411764,79.76470588235294,30.647058823529413,0.47058823529411764,34.35294117647059,21.647058823529413,1.7647058823529411,265.3529411764706
1983,Chris Godwin,TB,2023-24,27,33,14.853333333333333,17.314285714285713,TB,6.0,75.9,75.1,76.4,93.6,72.9,26.7,0.2,1.76,71.0,76.6,52.2,TB,90.8,-0.14213421342134208,12.305882352941175,41.4,6.933333333333334,38.733333333333334,9.133333333333333,0.2,68.2,34.8,1.0,44.1764705882353,29.352941176470587,1.5294117647058822,269.7647058823529
1984,Tyler Lockett,SEA,2023-24,31,34,14.83125,15.0875,SEA,11.4,77.1,78.9,78.7,94.3,42.4,56.0,0.9,1.94,59.3,78.8,76.1,SEA,84.2,-0.01698425849212922,11.905882352941177,35.25,5.25,33.25,6.8125,0.5625,64.5625,17.125,0.5,33.705882352941174,23.470588235294116,1.7647058823529411,231.41176470588235
1985,Brandin Cooks,DAL,2023-24,30,35,11.2,14.4875,HOU,11.9,63.6,72.3,71.9,94.9,24.7,74.9,0.2,1.64,62.5,70.1,68.6,DAL,86.7,-0.2269197584124246,10.825,34.61538461538461,4.3076923076923075,32.84615384615385,6.769230769230769,0.23076923076923078,53.76923076923077,15.23076923076923,0.7692307692307693,32.705882352941174,20.88235294117647,1.6470588235294117,219.76470588235293
1988,Gabe Davis,BUF,2023-24,24,38,11.44,7.86875,BUF,16.3,51.6,64.2,64.1,94.5,9.4,90.1,0.5,1.43,59.6,65.5,85.1,BUF,85.0,0.4538522637013501,9.494117647058824,41.13333333333333,3.2,38.86666666666667,6.2,0.4666666666666667,55.666666666666664,9.4,0.8666666666666667,35.875,22.5625,2.1875,258.0625
